ID,sentence1,sentence2,manual_similarity
870,ஈருருளியில் ஒருவர் நிற்கின்றார்,ஈருருளியில் ஒருவர் நிற்கின்றார்,1.00
871,ஈருருளியில் ஒருவர் நிற்கின்றார்,ஒருவர் வீதியில் சைக்கிளில் நின்றபடி செல்கின்றார்,0.80
872,ஈருருளியில் ஒருவர் நிற்கின்றார்,வினோத துவிச்சக்கர வண்டிப்பயணம்,0.47
873,ஈருருளியில் ஒருவர் நிற்கின்றார்,ஒருவர் துவிச்சக்கர வண்டியின் மேல் துள்ளிக் குதிக்கின்றார்.,0.40
874,ஈருருளியில் ஒருவர் நிற்கின்றார்,நின்றபடியே துவிச்சக்கரவண்டியை ஒருவன் ஓட்டிச்செல்கின்றான்.,0.40
875,ஈருருளியில் ஒருவர் நிற்கின்றார்,ஒருவன் நின்ற வண்ணம் சைக்கிள் ஓட்டுகின்றான்.,0.53
876,ஈருருளியில் ஒருவர் நிற்கின்றார்,ஒருவா் சைக்கிளில் கிளம்ப உள்ளாா்,0.53
877,ஈருருளியில் ஒருவர் நிற்கின்றார்,பெண் ஒருவர் இயறகையை ரசிக்கிறார்,0.00
878,ஈருருளியில் ஒருவர் நிற்கின்றார்,ஒருவர் வீதியில் சைக்கிளில் நின்றபடி செல்கின்றார்,0.40
879,ஈருருளியில் ஒருவர் நிற்கின்றார்,வினோத துவிச்சக்கர வண்டிப்பயணம்,0.33
880,ஈருருளியில் ஒருவர் நிற்கின்றார்,ஒருவர் துவிச்சக்கர வண்டியின் மேல் துள்ளிக் குதிக்கின்றார்.,0.40
881,ஈருருளியில் ஒருவர் நிற்கின்றார்,நின்றபடியே துவிச்சக்கரவண்டியை ஒருவன் ஓட்டிச்செல்கின்றான்.,0.40
882,ஈருருளியில் ஒருவர் நிற்கின்றார்,ஒருவன் நின்ற வண்ணம் சைக்கிள் ஓட்டுகின்றான்.,0.27
883,ஈருருளியில் ஒருவர் நிற்கின்றார்,ஒருவா் சைக்கிளில் கிளம்ப உள்ளாா்,0.27
884,ஈருருளியில் ஒருவர் நிற்கின்றார்,பெண் ஒருவர் இயறகையை ரசிக்கிறார்,0.00
885,ஒருவர் வீதியில் சைக்கிளில் நின்றபடி செல்கின்றார்,வினோத துவிச்சக்கர வண்டிப்பயணம்,0.47
886,ஒருவர் வீதியில் சைக்கிளில் நின்றபடி செல்கின்றார்,ஒருவர் துவிச்சக்கர வண்டியின் மேல் துள்ளிக் குதிக்கின்றார்.,0.40
887,ஒருவர் வீதியில் சைக்கிளில் நின்றபடி செல்கின்றார்,நின்றபடியே துவிச்சக்கரவண்டியை ஒருவன் ஓட்டிச்செல்கின்றான்.,0.53
888,ஒருவர் வீதியில் சைக்கிளில் நின்றபடி செல்கின்றார்,ஒருவன் நின்ற வண்ணம் சைக்கிள் ஓட்டுகின்றான்.,1.00
889,ஒருவர் வீதியில் சைக்கிளில் நின்றபடி செல்கின்றார்,ஒருவா் சைக்கிளில் கிளம்ப உள்ளாா்,0.40
890,ஒருவர் வீதியில் சைக்கிளில் நின்றபடி செல்கின்றார்,பெண் ஒருவர் இயறகையை ரசிக்கிறார்,0.00
891,வினோத துவிச்சக்கர வண்டிப்பயணம்,ஒருவர் துவிச்சக்கர வண்டியின் மேல் துள்ளிக் குதிக்கின்றார்.,0.20
892,வினோத துவிச்சக்கர வண்டிப்பயணம்,நின்றபடியே துவிச்சக்கரவண்டியை ஒருவன் ஓட்டிச்செல்கின்றான்.,0.40
893,வினோத துவிச்சக்கர வண்டிப்பயணம்,ஒருவன் நின்ற வண்ணம் சைக்கிள் ஓட்டுகின்றான்.,0.40
894,வினோத துவிச்சக்கர வண்டிப்பயணம்,ஒருவா் சைக்கிளில் கிளம்ப உள்ளாா்,0.40
895,வினோத துவிச்சக்கர வண்டிப்பயணம்,பெண் ஒருவர் இயறகையை ரசிக்கிறார்,0.00
896,ஒருவர் துவிச்சக்கர வண்டியின் மேல் துள்ளிக் குதிக்கின்றார்.,நின்றபடியே துவிச்சக்கரவண்டியை ஒருவன் ஓட்டிச்செல்கின்றான்.,0.40
897,ஒருவர் துவிச்சக்கர வண்டியின் மேல் துள்ளிக் குதிக்கின்றார்.,ஒருவன் நின்ற வண்ணம் சைக்கிள் ஓட்டுகின்றான்.,0.40
898,ஒருவர் துவிச்சக்கர வண்டியின் மேல் துள்ளிக் குதிக்கின்றார்.,ஒருவா் சைக்கிளில் கிளம்ப உள்ளாா்,0.40
899,ஒருவர் துவிச்சக்கர வண்டியின் மேல் துள்ளிக் குதிக்கின்றார்.,பெண் ஒருவர் இயறகையை ரசிக்கிறார்,0.13
900,நின்றபடியே துவிச்சக்கரவண்டியை ஒருவன் ஓட்டிச்செல்கின்றான்.,ஒருவன் நின்ற வண்ணம் சைக்கிள் ஓட்டுகின்றான்.,0.40
901,நின்றபடியே துவிச்சக்கரவண்டியை ஒருவன் ஓட்டிச்செல்கின்றான்.,ஒருவா் சைக்கிளில் கிளம்ப உள்ளாா்,0.40
902,நின்றபடியே துவிச்சக்கரவண்டியை ஒருவன் ஓட்டிச்செல்கின்றான்.,பெண் ஒருவர் இயறகையை ரசிக்கிறார்,0.20
903,ஒருவன் நின்ற வண்ணம் சைக்கிள் ஓட்டுகின்றான்.,ஒருவா் சைக்கிளில் கிளம்ப உள்ளாா்,0.40
904,ஒருவன் நின்ற வண்ணம் சைக்கிள் ஓட்டுகின்றான்.,பெண் ஒருவர் இயறகையை ரசிக்கிறார்,0.00
905,ஒருவா் சைக்கிளில் கிளம்ப உள்ளாா்,பெண் ஒருவர் இயறகையை ரசிக்கிறார்,0.00
906,இவர் துவிசக்கரவண்டியில் சாகசம் செய்ய முயற்சிக்கின்றார்.,இளைஞன் ஒருவன் துவிச்சக்கரவண்டியில் சாகசம் செய்கிறான்.,1.00
907,ஒருவர் மைதானத்தில் துள்ளிக் குதித்தபடி செல்கின்றார்,வீரர் ஒருவர் சிறப்பாக கால்பந்தை உதைக்கிறார்,0.07
908,ஒருவர் மைதானத்தில் துள்ளிக் குதித்தபடி செல்கின்றார்,ஒருவர் காற்பந்து விளையாடுகின்றார்,0.20
909,ஒருவர் மைதானத்தில் துள்ளிக் குதித்தபடி செல்கின்றார்,வீரர்கள் உதைபந்து விளையாடிக்கொண்டிருக்கின்றனர்.,0.20
910,ஒருவர் மைதானத்தில் துள்ளிக் குதித்தபடி செல்கின்றார்,கால்பந்து விளையாடுகிறார்கள்,0.20
911,ஒருவர் மைதானத்தில் துள்ளிக் குதித்தபடி செல்கின்றார்,வீரனொருவன் பந்தை எட்டி உதைவதற்கு காற்றில் எழுகின்றான்.,0.20
912,ஒருவர் மைதானத்தில் துள்ளிக் குதித்தபடி செல்கின்றார்,ஒருவர் குதித்து ஓடுகின்றார்.,0.60
913,ஒருவர் மைதானத்தில் துள்ளிக் குதித்தபடி செல்கின்றார்,வீரா்கள் விளையாட்டில் முனைப்பாக ஈடுபடுகின்றனா்,0.27
914,ஒருவர் மைதானத்தில் துள்ளிக் குதித்தபடி செல்கின்றார்,வீரர் காற்றில் மிதக்கும் நிலையில் உள்ளார்,0.27
915,வீரர் ஒருவர் சிறப்பாக கால்பந்தை உதைக்கிறார்,ஒருவர் காற்பந்து விளையாடுகின்றார்,0.60
916,வீரர் ஒருவர் சிறப்பாக கால்பந்தை உதைக்கிறார்,வீரர்கள் உதைபந்து விளையாடிக்கொண்டிருக்கின்றனர்.,0.60
917,வீரர் ஒருவர் சிறப்பாக கால்பந்தை உதைக்கிறார்,கால்பந்து விளையாடுகிறார்கள்,0.60
918,வீரர் ஒருவர் சிறப்பாக கால்பந்தை உதைக்கிறார்,வீரனொருவன் பந்தை எட்டி உதைவதற்கு காற்றில் எழுகின்றான்.,0.60
919,வீரர் ஒருவர் சிறப்பாக கால்பந்தை உதைக்கிறார்,ஒருவர் குதித்து ஓடுகின்றார்.,0.27
920,வீரர் ஒருவர் சிறப்பாக கால்பந்தை உதைக்கிறார்,வீரா்கள் விளையாட்டில் முனைப்பாக ஈடுபடுகின்றனா்,0.40
921,வீரர் ஒருவர் சிறப்பாக கால்பந்தை உதைக்கிறார்,வீரர் காற்றில் மிதக்கும் நிலையில் உள்ளார்,0.20
922,ஒருவர் காற்பந்து விளையாடுகின்றார்,வீரர்கள் உதைபந்து விளையாடிக்கொண்டிருக்கின்றனர்.,0.60
923,ஒருவர் காற்பந்து விளையாடுகின்றார்,கால்பந்து விளையாடுகிறார்கள்,0.80
924,ஒருவர் காற்பந்து விளையாடுகின்றார்,வீரனொருவன் பந்தை எட்டி உதைவதற்கு காற்றில் எழுகின்றான்.,0.53
925,ஒருவர் காற்பந்து விளையாடுகின்றார்,ஒருவர் குதித்து ஓடுகின்றார்.,0.20
926,ஒருவர் காற்பந்து விளையாடுகின்றார்,வீரா்கள் விளையாட்டில் முனைப்பாக ஈடுபடுகின்றனா்,0.40
927,ஒருவர் காற்பந்து விளையாடுகின்றார்,வீரர் காற்றில் மிதக்கும் நிலையில் உள்ளார்,0.20
928,வீரர்கள் உதைபந்து விளையாடிக்கொண்டிருக்கின்றனர்.,கால்பந்து விளையாடுகிறார்கள்,1.00
929,வீரர்கள் உதைபந்து விளையாடிக்கொண்டிருக்கின்றனர்.,வீரனொருவன் பந்தை எட்டி உதைவதற்கு காற்றில் எழுகின்றான்.,0.60
930,வீரர்கள் உதைபந்து விளையாடிக்கொண்டிருக்கின்றனர்.,ஒருவர் குதித்து ஓடுகின்றார்.,0.00
931,வீரர்கள் உதைபந்து விளையாடிக்கொண்டிருக்கின்றனர்.,வீரா்கள் விளையாட்டில் முனைப்பாக ஈடுபடுகின்றனா்,0.40
932,வீரர்கள் உதைபந்து விளையாடிக்கொண்டிருக்கின்றனர்.,வீரர் காற்றில் மிதக்கும் நிலையில் உள்ளார்,0.20
933,கால்பந்து விளையாடுகிறார்கள்,வீரனொருவன் பந்தை எட்டி உதைவதற்கு காற்றில் எழுகின்றான்.,0.60
934,கால்பந்து விளையாடுகிறார்கள்,ஒருவர் குதித்து ஓடுகின்றார்.,0.20
935,கால்பந்து விளையாடுகிறார்கள்,வீரா்கள் விளையாட்டில் முனைப்பாக ஈடுபடுகின்றனா்,0.47
936,கால்பந்து விளையாடுகிறார்கள்,வீரர் காற்றில் மிதக்கும் நிலையில் உள்ளார்,0.40
937,வீரனொருவன் பந்தை எட்டி உதைவதற்கு காற்றில் எழுகின்றான்.,ஒருவர் குதித்து ஓடுகின்றார்.,0.00
938,வீரனொருவன் பந்தை எட்டி உதைவதற்கு காற்றில் எழுகின்றான்.,வீரா்கள் விளையாட்டில் முனைப்பாக ஈடுபடுகின்றனா்,0.60
939,வீரனொருவன் பந்தை எட்டி உதைவதற்கு காற்றில் எழுகின்றான்.,வீரர் காற்றில் மிதக்கும் நிலையில் உள்ளார்,0.80
940,ஒருவர் குதித்து ஓடுகின்றார்.,வீரா்கள் விளையாட்டில் முனைப்பாக ஈடுபடுகின்றனா்,0.20
941,ஒருவர் குதித்து ஓடுகின்றார்.,வீரர் காற்றில் மிதக்கும் நிலையில் உள்ளார்,0.27
942,வீரா்கள் விளையாட்டில் முனைப்பாக ஈடுபடுகின்றனா்,வீரர் காற்றில் மிதக்கும் நிலையில் உள்ளார்,0.40
943,ஒருவர் விளையாட்டின் போது பாய்கிறார்.,வீரர் ஒருவர் கால்பந்தை அடிப்பதற்காக ஆர்வமாக ஓடுகிறார்.,0.60
944,ஒருவர் மொட்டார் சைக்கிளில் வீதியில் திருப்பிக் கொண்டு செல்கின்றார்.,மோட்டார் வண்டி ஓட்டப்பந்தய வீரர் விறுவிறுப்பான ஓட்டம்,0.40
945,ஒருவர் மொட்டார் சைக்கிளில் வீதியில் திருப்பிக் கொண்டு செல்கின்றார்.,ஒருவர் வண்டி ஓட்டுகின்றார்,0.80
946,ஒருவர் மொட்டார் சைக்கிளில் வீதியில் திருப்பிக் கொண்டு செல்கின்றார்.,மோட்டர் சைக்கிள் தரையுடன் உராய்வதால் தீப்பொறிகள் பறக்கின்றன.,0.33
947,ஒருவர் மொட்டார் சைக்கிளில் வீதியில் திருப்பிக் கொண்டு செல்கின்றார்.,உந்துருளியை வேகமாக ஓட்டுகிறார்,0.53
948,ஒருவர் மொட்டார் சைக்கிளில் வீதியில் திருப்பிக் கொண்டு செல்கின்றார்.,மோட்டார் வண்டியை வீரனொருவன் சாய்வாக செலுத்துகின்றான்.,0.33
949,ஒருவர் மொட்டார் சைக்கிளில் வீதியில் திருப்பிக் கொண்டு செல்கின்றார்.,வீரனொருவன் மோட்டார் பந்தயத்தில் ஈடுபடுகின்றான்.,0.33
950,ஒருவர் மொட்டார் சைக்கிளில் வீதியில் திருப்பிக் கொண்டு செல்கின்றார்.,மோட்டாா் வாகன போட்டியில் ஒருவா் தீவிரமாக ஈடுபட்டுள்ளாா்,0.33
951,ஒருவர் மொட்டார் சைக்கிளில் வீதியில் திருப்பிக் கொண்டு செல்கின்றார்.,ஒருவர் மோட்டார் பந்தயத்தில் ஈடுபடுகிறார்,0.40
952,மோட்டார் வண்டி ஓட்டப்பந்தய வீரர் விறுவிறுப்பான ஓட்டம்,ஒருவர் வண்டி ஓட்டுகின்றார்,0.60
953,மோட்டார் வண்டி ஓட்டப்பந்தய வீரர் விறுவிறுப்பான ஓட்டம்,மோட்டர் சைக்கிள் தரையுடன் உராய்வதால் தீப்பொறிகள் பறக்கின்றன.,0.60
954,மோட்டார் வண்டி ஓட்டப்பந்தய வீரர் விறுவிறுப்பான ஓட்டம்,உந்துருளியை வேகமாக ஓட்டுகிறார்,0.60
955,மோட்டார் வண்டி ஓட்டப்பந்தய வீரர் விறுவிறுப்பான ஓட்டம்,மோட்டார் வண்டியை வீரனொருவன் சாய்வாக செலுத்துகின்றான்.,0.60
956,மோட்டார் வண்டி ஓட்டப்பந்தய வீரர் விறுவிறுப்பான ஓட்டம்,வீரனொருவன் மோட்டார் பந்தயத்தில் ஈடுபடுகின்றான்.,1.00
957,மோட்டார் வண்டி ஓட்டப்பந்தய வீரர் விறுவிறுப்பான ஓட்டம்,மோட்டாா் வாகன போட்டியில் ஒருவா் தீவிரமாக ஈடுபட்டுள்ளாா்,1.00
958,மோட்டார் வண்டி ஓட்டப்பந்தய வீரர் விறுவிறுப்பான ஓட்டம்,ஒருவர் மோட்டார் பந்தயத்தில் ஈடுபடுகிறார்,0.80
959,ஒருவர் வண்டி ஓட்டுகின்றார்,மோட்டர் சைக்கிள் தரையுடன் உராய்வதால் தீப்பொறிகள் பறக்கின்றன.,0.60
960,ஒருவர் வண்டி ஓட்டுகின்றார்,உந்துருளியை வேகமாக ஓட்டுகிறார்,0.60
961,ஒருவர் வண்டி ஓட்டுகின்றார்,மோட்டார் வண்டியை வீரனொருவன் சாய்வாக செலுத்துகின்றான்.,0.60
962,ஒருவர் வண்டி ஓட்டுகின்றார்,வீரனொருவன் மோட்டார் பந்தயத்தில் ஈடுபடுகின்றான்.,0.53
963,ஒருவர் வண்டி ஓட்டுகின்றார்,மோட்டாா் வாகன போட்டியில் ஒருவா் தீவிரமாக ஈடுபட்டுள்ளாா்,0.60
964,ஒருவர் வண்டி ஓட்டுகின்றார்,ஒருவர் மோட்டார் பந்தயத்தில் ஈடுபடுகிறார்,0.60
965,மோட்டர் சைக்கிள் தரையுடன் உராய்வதால் தீப்பொறிகள் பறக்கின்றன.,உந்துருளியை வேகமாக ஓட்டுகிறார்,0.60
966,மோட்டர் சைக்கிள் தரையுடன் உராய்வதால் தீப்பொறிகள் பறக்கின்றன.,மோட்டார் வண்டியை வீரனொருவன் சாய்வாக செலுத்துகின்றான்.,0.80
967,மோட்டர் சைக்கிள் தரையுடன் உராய்வதால் தீப்பொறிகள் பறக்கின்றன.,வீரனொருவன் மோட்டார் பந்தயத்தில் ஈடுபடுகின்றான்.,0.60
968,மோட்டர் சைக்கிள் தரையுடன் உராய்வதால் தீப்பொறிகள் பறக்கின்றன.,மோட்டாா் வாகன போட்டியில் ஒருவா் தீவிரமாக ஈடுபட்டுள்ளாா்,0.60
969,மோட்டர் சைக்கிள் தரையுடன் உராய்வதால் தீப்பொறிகள் பறக்கின்றன.,ஒருவர் மோட்டார் பந்தயத்தில் ஈடுபடுகிறார்,0.60
970,உந்துருளியை வேகமாக ஓட்டுகிறார்,மோட்டார் வண்டியை வீரனொருவன் சாய்வாக செலுத்துகின்றான்.,0.60
971,உந்துருளியை வேகமாக ஓட்டுகிறார்,வீரனொருவன் மோட்டார் பந்தயத்தில் ஈடுபடுகின்றான்.,0.60
972,உந்துருளியை வேகமாக ஓட்டுகிறார்,மோட்டாா் வாகன போட்டியில் ஒருவா் தீவிரமாக ஈடுபட்டுள்ளாா்,0.20
973,உந்துருளியை வேகமாக ஓட்டுகிறார்,ஒருவர் மோட்டார் பந்தயத்தில் ஈடுபடுகிறார்,0.20
974,மோட்டார் வண்டியை வீரனொருவன் சாய்வாக செலுத்துகின்றான்.,வீரனொருவன் மோட்டார் பந்தயத்தில் ஈடுபடுகின்றான்.,0.47
975,மோட்டார் வண்டியை வீரனொருவன் சாய்வாக செலுத்துகின்றான்.,மோட்டாா் வாகன போட்டியில் ஒருவா் தீவிரமாக ஈடுபட்டுள்ளாா்,0.47
976,மோட்டார் வண்டியை வீரனொருவன் சாய்வாக செலுத்துகின்றான்.,ஒருவர் மோட்டார் பந்தயத்தில் ஈடுபடுகிறார்,0.53
977,வீரனொருவன் மோட்டார் பந்தயத்தில் ஈடுபடுகின்றான்.,மோட்டாா் வாகன போட்டியில் ஒருவா் தீவிரமாக ஈடுபட்டுள்ளாா்,0.80
978,வீரனொருவன் மோட்டார் பந்தயத்தில் ஈடுபடுகின்றான்.,ஒருவர் மோட்டார் பந்தயத்தில் ஈடுபடுகிறார்,1.00
979,மோட்டாா் வாகன போட்டியில் ஒருவா் தீவிரமாக ஈடுபட்டுள்ளாா்,ஒருவர் மோட்டார் பந்தயத்தில் ஈடுபடுகிறார்,0.93
980,மோட்டார் ஓட்டுனர் மோட்டார் வாகனம் ஓடுபாதையை தொடும் வரை சரிக்கின்றார்.,மோட்டார்சைக்கிள் பந்தையவீரன் தரையை தொடும் வண்ணம் அனல் பறக்க ஓட்டுகிறான்.,1.00
981,ஒருவுர் பந்தைக் காலால் அடிக்க துள்ளுகுின்றார்.,கால்பந்து வீரர்கள் இருவர் மோதல்,0.00
982,ஒருவுர் பந்தைக் காலால் அடிக்க துள்ளுகுின்றார்.,காற்பந்தை தலையால் அடிக்கின்றார்,0.40
983,ஒருவுர் பந்தைக் காலால் அடிக்க துள்ளுகுின்றார்.,ஒரு வீரர் பந்தை அடிப்பதற்கு முனைகின்றார்.,0.60
984,ஒருவுர் பந்தைக் காலால் அடிக்க துள்ளுகுின்றார்.,பந்தை தலையால் அடிக்கிறார்,0.40
985,ஒருவுர் பந்தைக் காலால் அடிக்க துள்ளுகுின்றார்.,வீரனொருவன் தலையால் பந்தை முட்டுவதற்காக மேல் எழுகின்றான்.,0.47
986,ஒருவுர் பந்தைக் காலால் அடிக்க துள்ளுகுின்றார்.,விளையாட்டின் போது ஒருவரை ஒருவர் மோதுகின்றனர்.,0.33
987,ஒருவுர் பந்தைக் காலால் அடிக்க துள்ளுகுின்றார்.,இரு விளையாட்டு வீரா்கள் மோதுகின்றனா்,0.00
988,ஒருவுர் பந்தைக் காலால் அடிக்க துள்ளுகுின்றார்.,வீரர் உதை பந்தாட்ட விளையாட்டில் ஈடுபடுகிறார்,0.33
989,கால்பந்து வீரர்கள் இருவர் மோதல்,காற்பந்தை தலையால் அடிக்கின்றார்,0.33
990,கால்பந்து வீரர்கள் இருவர் மோதல்,ஒரு வீரர் பந்தை அடிப்பதற்கு முனைகின்றார்.,0.00
991,கால்பந்து வீரர்கள் இருவர் மோதல்,பந்தை தலையால் அடிக்கிறார்,0.00
992,கால்பந்து வீரர்கள் இருவர் மோதல்,வீரனொருவன் தலையால் பந்தை முட்டுவதற்காக மேல் எழுகின்றான்.,0.27
993,கால்பந்து வீரர்கள் இருவர் மோதல்,விளையாட்டின் போது ஒருவரை ஒருவர் மோதுகின்றனர்.,0.80
994,கால்பந்து வீரர்கள் இருவர் மோதல்,இரு விளையாட்டு வீரா்கள் மோதுகின்றனா்,0.80
995,கால்பந்து வீரர்கள் இருவர் மோதல்,வீரர் உதை பந்தாட்ட விளையாட்டில் ஈடுபடுகிறார்,0.33
996,காற்பந்தை தலையால் அடிக்கின்றார்,ஒரு வீரர் பந்தை அடிப்பதற்கு முனைகின்றார்.,0.60
997,காற்பந்தை தலையால் அடிக்கின்றார்,பந்தை தலையால் அடிக்கிறார்,0.80
998,காற்பந்தை தலையால் அடிக்கின்றார்,வீரனொருவன் தலையால் பந்தை முட்டுவதற்காக மேல் எழுகின்றான்.,0.80
999,காற்பந்தை தலையால் அடிக்கின்றார்,விளையாட்டின் போது ஒருவரை ஒருவர் மோதுகின்றனர்.,0.33
1000,காற்பந்தை தலையால் அடிக்கின்றார்,இரு விளையாட்டு வீரா்கள் மோதுகின்றனா்,0.00
1001,காற்பந்தை தலையால் அடிக்கின்றார்,வீரர் உதை பந்தாட்ட விளையாட்டில் ஈடுபடுகிறார்,0.33
1002,ஒரு வீரர் பந்தை அடிப்பதற்கு முனைகின்றார்.,பந்தை தலையால் அடிக்கிறார்,0.60
1003,ஒரு வீரர் பந்தை அடிப்பதற்கு முனைகின்றார்.,வீரனொருவன் தலையால் பந்தை முட்டுவதற்காக மேல் எழுகின்றான்.,0.80
1004,ஒரு வீரர் பந்தை அடிப்பதற்கு முனைகின்றார்.,விளையாட்டின் போது ஒருவரை ஒருவர் மோதுகின்றனர்.,0.20
1005,ஒரு வீரர் பந்தை அடிப்பதற்கு முனைகின்றார்.,இரு விளையாட்டு வீரா்கள் மோதுகின்றனா்,0.00
1006,ஒரு வீரர் பந்தை அடிப்பதற்கு முனைகின்றார்.,வீரர் உதை பந்தாட்ட விளையாட்டில் ஈடுபடுகிறார்,0.20
1007,பந்தை தலையால் அடிக்கிறார்,வீரனொருவன் தலையால் பந்தை முட்டுவதற்காக மேல் எழுகின்றான்.,0.80
1008,பந்தை தலையால் அடிக்கிறார்,விளையாட்டின் போது ஒருவரை ஒருவர் மோதுகின்றனர்.,0.20
1009,பந்தை தலையால் அடிக்கிறார்,இரு விளையாட்டு வீரா்கள் மோதுகின்றனா்,0.00
1010,பந்தை தலையால் அடிக்கிறார்,வீரர் உதை பந்தாட்ட விளையாட்டில் ஈடுபடுகிறார்,0.00
1011,வீரனொருவன் தலையால் பந்தை முட்டுவதற்காக மேல் எழுகின்றான்.,விளையாட்டின் போது ஒருவரை ஒருவர் மோதுகின்றனர்.,0.27
1012,வீரனொருவன் தலையால் பந்தை முட்டுவதற்காக மேல் எழுகின்றான்.,இரு விளையாட்டு வீரா்கள் மோதுகின்றனா்,0.00
1013,வீரனொருவன் தலையால் பந்தை முட்டுவதற்காக மேல் எழுகின்றான்.,வீரர் உதை பந்தாட்ட விளையாட்டில் ஈடுபடுகிறார்,0.20
1014,விளையாட்டின் போது ஒருவரை ஒருவர் மோதுகின்றனர்.,இரு விளையாட்டு வீரா்கள் மோதுகின்றனா்,0.80
1015,விளையாட்டின் போது ஒருவரை ஒருவர் மோதுகின்றனர்.,வீரர் உதை பந்தாட்ட விளையாட்டில் ஈடுபடுகிறார்,0.20
1016,இரு விளையாட்டு வீரா்கள் மோதுகின்றனா்,வீரர் உதை பந்தாட்ட விளையாட்டில் ஈடுபடுகிறார்,0.00
1017,உதைபந்தாட வீரர் தலையால் பந்தை அடிக்கின்றார்.,எதிரியை தட்டி பலத்த வேகத்துடன் கால்பந்தை அடிக்கின்றான்.,0.60
1018,இரு சிறுமிகள் மகிழ்ச்சியாக விளையாடுகின்றனர்.,ரோலர் கோஸ்டரில் இரு பெண்கள் உல்லாசமாக பயணிக்கின்றனர்,0.40
1019,இரு சிறுமிகள் மகிழ்ச்சியாக விளையாடுகின்றனர்.,இரு குழந்தைகள் பயணிக்கின்றனர்,0.20
1020,இரு சிறுமிகள் மகிழ்ச்சியாக விளையாடுகின்றனர்.,சகோதரிகள் வாகனத்தில் பயணம் செய்கின்றனர்.,0.00
1021,இரு சிறுமிகள் மகிழ்ச்சியாக விளையாடுகின்றனர்.,இரு பெண்கள் விளையாடி மகிழ்கின்றார்கள்,0.80
1022,இரு சிறுமிகள் மகிழ்ச்சியாக விளையாடுகின்றனர்.,சகோதரிகள் மோட்டார் வண்டியிலே உலா வருகின்றனர்.,0.00
1023,இரு சிறுமிகள் மகிழ்ச்சியாக விளையாடுகின்றனர்.,இரு அழகான குழந்தைகள் சிரிக்கின்றனர்.,0.40
1024,இரு சிறுமிகள் மகிழ்ச்சியாக விளையாடுகின்றனர்.,இருவா் சந்தோசமாக தமது நேரத்தை செலவிடுகின்றனா்,0.60
1025,இரு சிறுமிகள் மகிழ்ச்சியாக விளையாடுகின்றனர்.,சிறுமிகள் இராட்டினவிளையாட்டில் மகிழ்ச்சியாக காணப்படுகின்றனர்,0.80
1026,ரோலர் கோஸ்டரில் இரு பெண்கள் உல்லாசமாக பயணிக்கின்றனர்,இரு குழந்தைகள் பயணிக்கின்றனர்,0.60
1027,ரோலர் கோஸ்டரில் இரு பெண்கள் உல்லாசமாக பயணிக்கின்றனர்,சகோதரிகள் வாகனத்தில் பயணம் செய்கின்றனர்.,0.40
1028,ரோலர் கோஸ்டரில் இரு பெண்கள் உல்லாசமாக பயணிக்கின்றனர்,இரு பெண்கள் விளையாடி மகிழ்கின்றார்கள்,0.60
1029,ரோலர் கோஸ்டரில் இரு பெண்கள் உல்லாசமாக பயணிக்கின்றனர்,சகோதரிகள் மோட்டார் வண்டியிலே உலா வருகின்றனர்.,0.20
1030,ரோலர் கோஸ்டரில் இரு பெண்கள் உல்லாசமாக பயணிக்கின்றனர்,இரு அழகான குழந்தைகள் சிரிக்கின்றனர்.,0.00
1031,ரோலர் கோஸ்டரில் இரு பெண்கள் உல்லாசமாக பயணிக்கின்றனர்,இருவா் சந்தோசமாக தமது நேரத்தை செலவிடுகின்றனா்,0.60
1032,ரோலர் கோஸ்டரில் இரு பெண்கள் உல்லாசமாக பயணிக்கின்றனர்,சிறுமிகள் இராட்டினவிளையாட்டில் மகிழ்ச்சியாக காணப்படுகின்றனர்,0.20
1033,இரு குழந்தைகள் பயணிக்கின்றனர்,சகோதரிகள் வாகனத்தில் பயணம் செய்கின்றனர்.,0.60
1034,இரு குழந்தைகள் பயணிக்கின்றனர்,இரு பெண்கள் விளையாடி மகிழ்கின்றார்கள்,0.00
1035,இரு குழந்தைகள் பயணிக்கின்றனர்,சகோதரிகள் மோட்டார் வண்டியிலே உலா வருகின்றனர்.,0.80
1036,இரு குழந்தைகள் பயணிக்கின்றனர்,இரு அழகான குழந்தைகள் சிரிக்கின்றனர்.,0.53
1037,இரு குழந்தைகள் பயணிக்கின்றனர்,இருவா் சந்தோசமாக தமது நேரத்தை செலவிடுகின்றனா்,0.27
1038,இரு குழந்தைகள் பயணிக்கின்றனர்,சிறுமிகள் இராட்டினவிளையாட்டில் மகிழ்ச்சியாக காணப்படுகின்றனர்,0.27
1039,சகோதரிகள் வாகனத்தில் பயணம் செய்கின்றனர்.,இரு பெண்கள் விளையாடி மகிழ்கின்றார்கள்,0.00
1040,சகோதரிகள் வாகனத்தில் பயணம் செய்கின்றனர்.,சகோதரிகள் மோட்டார் வண்டியிலே உலா வருகின்றனர்.,1.00
1041,சகோதரிகள் வாகனத்தில் பயணம் செய்கின்றனர்.,இரு அழகான குழந்தைகள் சிரிக்கின்றனர்.,0.00
1042,சகோதரிகள் வாகனத்தில் பயணம் செய்கின்றனர்.,இருவா் சந்தோசமாக தமது நேரத்தை செலவிடுகின்றனா்,0.40
