ID,sentence1,sentence2,manual_similarity
648,மைதானத்தில் கையை அகல விரித்த வண்ணம் இருவர் செல்கின்றனர்,இருவர் உடல் பயிற்சி செய்கின்றனர்.,0
649,எழுந்து ஓடுவதற்காக மற்றைய வீரனின் கை குலுக்கலுக்கு காத்து நிற்கிறான்.,இருவர் உடல் பயிற்சி செய்கின்றனர்.,0.33334
650,வாகனம் ஒன்று டிரக் மீது ஏற்றி கொண்டுசெல்லப்படுகிறது,பழுதடைந்த வாகனத்தை ஒரு பாரம் தூக்கும் வாகனத்தின் மேல் ஏற்றி கொண்டு செல்கின்றனர்,0.8
651,வாகனம் ஒன்று டிரக் மீது ஏற்றி கொண்டுசெல்லப்படுகிறது,வாகனம் ஒன்று வாகனத்தை தாங்குகிறது,0.2
652,வாகனம் ஒன்று டிரக் மீது ஏற்றி கொண்டுசெல்லப்படுகிறது,விபத்துக்குள்ளான ஒரு வாகனத்தை மற்றைய வாகனம் கொண்டு செல்கின்றது.,0.8
653,வாகனம் ஒன்று டிரக் மீது ஏற்றி கொண்டுசெல்லப்படுகிறது,பாரவூர்தி வாகனம் ஒன்றை ஏற்றிச் செல்கின்றது,0.4
654,வாகனம் ஒன்று டிரக் மீது ஏற்றி கொண்டுசெல்லப்படுகிறது,பாரியவண்டி ஒன்று மோட்டார் வண்டியை சுமந்து செல்கின்றது.,0.6
655,வாகனம் ஒன்று டிரக் மீது ஏற்றி கொண்டுசெல்லப்படுகிறது,முன் பக்கம் சிதைந்த வாகனம் ஒன்று காணப்படுகிறது,0.4
656,வாகனம் ஒன்று டிரக் மீது ஏற்றி கொண்டுசெல்லப்படுகிறது,"இரு வண்டிகள் ஒரே நேர்கோட்டில்,ஒரே திசையில் பூமி சார்பாக அசைகின்றன.",1
657,வாகனம் ஒன்று டிரக் மீது ஏற்றி கொண்டுசெல்லப்படுகிறது,மோதுன்ட வாகனம் ஏற்றி செல்ல படுகிறது.,0.4
658,பழுதடைந்த வாகனத்தை ஒரு பாரம் தூக்கும் வாகனத்தின் மேல் ஏற்றி கொண்டு செல்கின்றனர்,வாகனம் ஒன்று வாகனத்தை தாங்குகிறது,0.46666
659,பழுதடைந்த வாகனத்தை ஒரு பாரம் தூக்கும் வாகனத்தின் மேல் ஏற்றி கொண்டு செல்கின்றனர்,விபத்துக்குள்ளான ஒரு வாகனத்தை மற்றைய வாகனம் கொண்டு செல்கின்றது.,0.73334
660,பழுதடைந்த வாகனத்தை ஒரு பாரம் தூக்கும் வாகனத்தின் மேல் ஏற்றி கொண்டு செல்கின்றனர்,பாரவூர்தி வாகனம் ஒன்றை ஏற்றிச் செல்கின்றது,1
661,பழுதடைந்த வாகனத்தை ஒரு பாரம் தூக்கும் வாகனத்தின் மேல் ஏற்றி கொண்டு செல்கின்றனர்,பாரியவண்டி ஒன்று மோட்டார் வண்டியை சுமந்து செல்கின்றது.,0.6
662,பழுதடைந்த வாகனத்தை ஒரு பாரம் தூக்கும் வாகனத்தின் மேல் ஏற்றி கொண்டு செல்கின்றனர்,முன் பக்கம் சிதைந்த வாகனம் ஒன்று காணப்படுகிறது,0.4
663,பழுதடைந்த வாகனத்தை ஒரு பாரம் தூக்கும் வாகனத்தின் மேல் ஏற்றி கொண்டு செல்கின்றனர்,"இரு வண்டிகள் ஒரே நேர்கோட்டில்,ஒரே திசையில் பூமி சார்பாக அசைகின்றன.",0
664,பழுதடைந்த வாகனத்தை ஒரு பாரம் தூக்கும் வாகனத்தின் மேல் ஏற்றி கொண்டு செல்கின்றனர்,மோதுன்ட வாகனம் ஏற்றி செல்ல படுகிறது.,0.8
665,வாகனம் ஒன்று வாகனத்தை தாங்குகிறது,விபத்துக்குள்ளான ஒரு வாகனத்தை மற்றைய வாகனம் கொண்டு செல்கின்றது.,0.6
666,வாகனம் ஒன்று வாகனத்தை தாங்குகிறது,பாரவூர்தி வாகனம் ஒன்றை ஏற்றிச் செல்கின்றது,1
667,வாகனம் ஒன்று வாகனத்தை தாங்குகிறது,பாரியவண்டி ஒன்று மோட்டார் வண்டியை சுமந்து செல்கின்றது.,0.8
668,வாகனம் ஒன்று வாகனத்தை தாங்குகிறது,முன் பக்கம் சிதைந்த வாகனம் ஒன்று காணப்படுகிறது,0
669,வாகனம் ஒன்று வாகனத்தை தாங்குகிறது,"இரு வண்டிகள் ஒரே நேர்கோட்டில்,ஒரே திசையில் பூமி சார்பாக அசைகின்றன.",0.4
670,வாகனம் ஒன்று வாகனத்தை தாங்குகிறது,மோதுன்ட வாகனம் ஏற்றி செல்ல படுகிறது.,0.8
671,விபத்துக்குள்ளான ஒரு வாகனத்தை மற்றைய வாகனம் கொண்டு செல்கின்றது.,பாரவூர்தி வாகனம் ஒன்றை ஏற்றிச் செல்கின்றது,0.8
672,விபத்துக்குள்ளான ஒரு வாகனத்தை மற்றைய வாகனம் கொண்டு செல்கின்றது.,பாரியவண்டி ஒன்று மோட்டார் வண்டியை சுமந்து செல்கின்றது.,0.6
673,விபத்துக்குள்ளான ஒரு வாகனத்தை மற்றைய வாகனம் கொண்டு செல்கின்றது.,முன் பக்கம் சிதைந்த வாகனம் ஒன்று காணப்படுகிறது,0.8
674,விபத்துக்குள்ளான ஒரு வாகனத்தை மற்றைய வாகனம் கொண்டு செல்கின்றது.,"இரு வண்டிகள் ஒரே நேர்கோட்டில்,ஒரே திசையில் பூமி சார்பாக அசைகின்றன.",0.6
675,விபத்துக்குள்ளான ஒரு வாகனத்தை மற்றைய வாகனம் கொண்டு செல்கின்றது.,மோதுன்ட வாகனம் ஏற்றி செல்ல படுகிறது.,1
676,பாரவூர்தி வாகனம் ஒன்றை ஏற்றிச் செல்கின்றது,பாரியவண்டி ஒன்று மோட்டார் வண்டியை சுமந்து செல்கின்றது.,0.8
677,பாரவூர்தி வாகனம் ஒன்றை ஏற்றிச் செல்கின்றது,முன் பக்கம் சிதைந்த வாகனம் ஒன்று காணப்படுகிறது,0.8
678,பாரவூர்தி வாகனம் ஒன்றை ஏற்றிச் செல்கின்றது,"இரு வண்டிகள் ஒரே நேர்கோட்டில்,ஒரே திசையில் பூமி சார்பாக அசைகின்றன.",0.4
679,பாரவூர்தி வாகனம் ஒன்றை ஏற்றிச் செல்கின்றது,மோதுன்ட வாகனம் ஏற்றி செல்ல படுகிறது.,0.6
680,பாரியவண்டி ஒன்று மோட்டார் வண்டியை சுமந்து செல்கின்றது.,முன் பக்கம் சிதைந்த வாகனம் ஒன்று காணப்படுகிறது,0
681,பாரியவண்டி ஒன்று மோட்டார் வண்டியை சுமந்து செல்கின்றது.,"இரு வண்டிகள் ஒரே நேர்கோட்டில்,ஒரே திசையில் பூமி சார்பாக அசைகின்றன.",0.46666
682,பாரியவண்டி ஒன்று மோட்டார் வண்டியை சுமந்து செல்கின்றது.,மோதுன்ட வாகனம் ஏற்றி செல்ல படுகிறது.,0.33334
683,முன் பக்கம் சிதைந்த வாகனம் ஒன்று காணப்படுகிறது,"இரு வண்டிகள் ஒரே நேர்கோட்டில்,ஒரே திசையில் பூமி சார்பாக அசைகின்றன.",0
684,முன் பக்கம் சிதைந்த வாகனம் ஒன்று காணப்படுகிறது,மோதுன்ட வாகனம் ஏற்றி செல்ல படுகிறது.,0.4
685,"இரு வண்டிகள் ஒரே நேர்கோட்டில்,ஒரே திசையில் பூமி சார்பாக அசைகின்றன.",மோதுன்ட வாகனம் ஏற்றி செல்ல படுகிறது.,0
686,நீச்சல் தடாகம் ஒன்றில் ஒருவர் சாகசம் புரிகிறார்,ஒருவர் தண்ணீரில் நீந்துவதட்காக மேல் இருந்து குதிக்கிறார்,0.4
687,நீச்சல் தடாகம் ஒன்றில் ஒருவர் சாகசம் புரிகிறார்,ஒருவர் நீரினுள் விழுகின்றார்,0.6
688,நீச்சல் தடாகம் ஒன்றில் ஒருவர் சாகசம் புரிகிறார்,ஒருவர் நீருக்குள் தலை கீழாக பாய்கின்றார்.,0.8
689,நீச்சல் தடாகம் ஒன்றில் ஒருவர் சாகசம் புரிகிறார்,நீச்சல் குளத்தினுள் ஒருவர் பாய்கின்றார்,0.6
690,நீச்சல் தடாகம் ஒன்றில் ஒருவர் சாகசம் புரிகிறார்,ஒருவர் நீரின் மேல் சாகசம் புரிகின்றார்.,0.2
691,நீச்சல் தடாகம் ஒன்றில் ஒருவர் சாகசம் புரிகிறார்,நீச்சல் குளத்தினுள் ஒருவர் குதிக்கிறார்,0.6
692,நீச்சல் தடாகம் ஒன்றில் ஒருவர் சாகசம் புரிகிறார்,வீரன் ஒருவன் சுழற்சி இயக்கத்தினூடாக நீச்சல் தடாகத்தில் குதிக்கின்றான்.,0.73334
693,நீச்சல் தடாகம் ஒன்றில் ஒருவர் சாகசம் புரிகிறார்,நீரில் விளையாடுகின்றார்.,0.13334
694,ஒருவர் தண்ணீரில் நீந்துவதட்காக மேல் இருந்து குதிக்கிறார்,ஒருவர் நீரினுள் விழுகின்றார்,0.6
695,ஒருவர் தண்ணீரில் நீந்துவதட்காக மேல் இருந்து குதிக்கிறார்,ஒருவர் நீருக்குள் தலை கீழாக பாய்கின்றார்.,0.53334
696,ஒருவர் தண்ணீரில் நீந்துவதட்காக மேல் இருந்து குதிக்கிறார்,நீச்சல் குளத்தினுள் ஒருவர் பாய்கின்றார்,0.93334
697,ஒருவர் தண்ணீரில் நீந்துவதட்காக மேல் இருந்து குதிக்கிறார்,ஒருவர் நீரின் மேல் சாகசம் புரிகின்றார்.,0
698,ஒருவர் தண்ணீரில் நீந்துவதட்காக மேல் இருந்து குதிக்கிறார்,நீச்சல் குளத்தினுள் ஒருவர் குதிக்கிறார்,0.33334
699,ஒருவர் தண்ணீரில் நீந்துவதட்காக மேல் இருந்து குதிக்கிறார்,வீரன் ஒருவன் சுழற்சி இயக்கத்தினூடாக நீச்சல் தடாகத்தில் குதிக்கின்றான்.,0.46666
700,ஒருவர் தண்ணீரில் நீந்துவதட்காக மேல் இருந்து குதிக்கிறார்,நீரில் விளையாடுகின்றார்.,0.8
701,ஒருவர் நீரினுள் விழுகின்றார்,ஒருவர் நீருக்குள் தலை கீழாக பாய்கின்றார்.,0.2
702,ஒருவர் நீரினுள் விழுகின்றார்,நீச்சல் குளத்தினுள் ஒருவர் பாய்கின்றார்,0.2
703,ஒருவர் நீரினுள் விழுகின்றார்,ஒருவர் நீரின் மேல் சாகசம் புரிகின்றார்.,0
704,ஒருவர் நீரினுள் விழுகின்றார்,நீச்சல் குளத்தினுள் ஒருவர் குதிக்கிறார்,0.46666
705,ஒருவர் நீரினுள் விழுகின்றார்,வீரன் ஒருவன் சுழற்சி இயக்கத்தினூடாக நீச்சல் தடாகத்தில் குதிக்கின்றான்.,0.2
706,ஒருவர் நீரினுள் விழுகின்றார்,நீரில் விளையாடுகின்றார்.,0
707,ஒருவர் நீருக்குள் தலை கீழாக பாய்கின்றார்.,நீச்சல் குளத்தினுள் ஒருவர் பாய்கின்றார்,0.8
708,ஒருவர் நீருக்குள் தலை கீழாக பாய்கின்றார்.,ஒருவர் நீரின் மேல் சாகசம் புரிகின்றார்.,0
709,ஒருவர் நீருக்குள் தலை கீழாக பாய்கின்றார்.,நீச்சல் குளத்தினுள் ஒருவர் குதிக்கிறார்,0.8
710,ஒருவர் நீருக்குள் தலை கீழாக பாய்கின்றார்.,வீரன் ஒருவன் சுழற்சி இயக்கத்தினூடாக நீச்சல் தடாகத்தில் குதிக்கின்றான்.,0.6
711,ஒருவர் நீருக்குள் தலை கீழாக பாய்கின்றார்.,நீரில் விளையாடுகின்றார்.,0.4
712,நீச்சல் குளத்தினுள் ஒருவர் பாய்கின்றார்,ஒருவர் நீரின் மேல் சாகசம் புரிகின்றார்.,0.4
713,நீச்சல் குளத்தினுள் ஒருவர் பாய்கின்றார்,நீச்சல் குளத்தினுள் ஒருவர் குதிக்கிறார்,0.8
714,நீச்சல் குளத்தினுள் ஒருவர் பாய்கின்றார்,வீரன் ஒருவன் சுழற்சி இயக்கத்தினூடாக நீச்சல் தடாகத்தில் குதிக்கின்றான்.,0.6
715,நீச்சல் குளத்தினுள் ஒருவர் பாய்கின்றார்,நீரில் விளையாடுகின்றார்.,0.4
716,ஒருவர் நீரின் மேல் சாகசம் புரிகின்றார்.,நீச்சல் குளத்தினுள் ஒருவர் குதிக்கிறார்,0.4
717,ஒருவர் நீரின் மேல் சாகசம் புரிகின்றார்.,வீரன் ஒருவன் சுழற்சி இயக்கத்தினூடாக நீச்சல் தடாகத்தில் குதிக்கின்றான்.,0
718,ஒருவர் நீரின் மேல் சாகசம் புரிகின்றார்.,நீரில் விளையாடுகின்றார்.,0
719,நீச்சல் குளத்தினுள் ஒருவர் குதிக்கிறார்,வீரன் ஒருவன் சுழற்சி இயக்கத்தினூடாக நீச்சல் தடாகத்தில் குதிக்கின்றான்.,0.6
720,நீச்சல் குளத்தினுள் ஒருவர் குதிக்கிறார்,நீரில் விளையாடுகின்றார்.,0.4
721,வீரன் ஒருவன் சுழற்சி இயக்கத்தினூடாக நீச்சல் தடாகத்தில் குதிக்கின்றான்.,நீரில் விளையாடுகின்றார்.,0
722,விமானம் தீப்பிடித்து எரிகின்றதை மக்கள் பார்வையிடுகின்றனர்.,விமானம் ஒன்று வெடிக்கின்றது,0.8
723,விமானம் தீப்பிடித்து எரிகின்றதை மக்கள் பார்வையிடுகின்றனர்.,குண்டு வெடிக்கிறார்கள்,0.46666
724,விமானம் தீப்பிடித்து எரிகின்றதை மக்கள் பார்வையிடுகின்றனர்.,விமானம் விபத்துக்குள்ளாகி தீப் பிளம்புகள் வானை நோக்கி செல்கின்றன.,0.8
725,விமானம் தீப்பிடித்து எரிகின்றதை மக்கள் பார்வையிடுகின்றனர்.,குண்டு வெடிக்கின்றது,0.46666
726,விமானம் தீப்பிடித்து எரிகின்றதை மக்கள் பார்வையிடுகின்றனர்.,எரிபொருள் கொன்று தீப்பற்றி எரிகின்றது.,0.73334
727,விமானம் தீப்பிடித்து எரிகின்றதை மக்கள் பார்வையிடுகின்றனர்.,தீ விபத்து ஒன்று ஏற்பட்டுள்ளது.,0.2
728,விமானம் தீப்பிடித்து எரிகின்றதை மக்கள் பார்வையிடுகின்றனர்.,எாிபொருள் தொகுதி ஒன்று வெடித்துள்ளது,0.6
729,விமானம் தீப்பிடித்து எரிகின்றதை மக்கள் பார்வையிடுகின்றனர்.,பலர் விமான விபத்தை காண்கின்றனர்,1
730,விமானம் ஒன்று வெடிக்கின்றது,குண்டு வெடிக்கிறார்கள்,0.33334
731,விமானம் ஒன்று வெடிக்கின்றது,விமானம் விபத்துக்குள்ளாகி தீப் பிளம்புகள் வானை நோக்கி செல்கின்றன.,1
732,விமானம் ஒன்று வெடிக்கின்றது,குண்டு வெடிக்கின்றது,0.2
733,விமானம் ஒன்று வெடிக்கின்றது,எரிபொருள் கொன்று தீப்பற்றி எரிகின்றது.,0.66666
734,விமானம் ஒன்று வெடிக்கின்றது,தீ விபத்து ஒன்று ஏற்பட்டுள்ளது.,0.2
735,விமானம் ஒன்று வெடிக்கின்றது,எாிபொருள் தொகுதி ஒன்று வெடித்துள்ளது,0.8
736,விமானம் ஒன்று வெடிக்கின்றது,பலர் விமான விபத்தை காண்கின்றனர்,0.66666
737,குண்டு வெடிக்கிறார்கள்,விமானம் விபத்துக்குள்ளாகி தீப் பிளம்புகள் வானை நோக்கி செல்கின்றன.,0.2
738,குண்டு வெடிக்கிறார்கள்,குண்டு வெடிக்கின்றது,1
739,குண்டு வெடிக்கிறார்கள்,எரிபொருள் கொன்று தீப்பற்றி எரிகின்றது.,0.26666
740,குண்டு வெடிக்கிறார்கள்,தீ விபத்து ஒன்று ஏற்பட்டுள்ளது.,0.4
741,குண்டு வெடிக்கிறார்கள்,எாிபொருள் தொகுதி ஒன்று வெடித்துள்ளது,0.33334
742,குண்டு வெடிக்கிறார்கள்,பலர் விமான விபத்தை காண்கின்றனர்,0
743,விமானம் விபத்துக்குள்ளாகி தீப் பிளம்புகள் வானை நோக்கி செல்கின்றன.,குண்டு வெடிக்கின்றது,0
744,விமானம் விபத்துக்குள்ளாகி தீப் பிளம்புகள் வானை நோக்கி செல்கின்றன.,எரிபொருள் கொன்று தீப்பற்றி எரிகின்றது.,0.8
745,விமானம் விபத்துக்குள்ளாகி தீப் பிளம்புகள் வானை நோக்கி செல்கின்றன.,தீ விபத்து ஒன்று ஏற்பட்டுள்ளது.,0.53334
746,விமானம் விபத்துக்குள்ளாகி தீப் பிளம்புகள் வானை நோக்கி செல்கின்றன.,எாிபொருள் தொகுதி ஒன்று வெடித்துள்ளது,0.8
747,விமானம் விபத்துக்குள்ளாகி தீப் பிளம்புகள் வானை நோக்கி செல்கின்றன.,பலர் விமான விபத்தை காண்கின்றனர்,0.66666
748,குண்டு வெடிக்கின்றது,எரிபொருள் கொன்று தீப்பற்றி எரிகின்றது.,0.2
749,குண்டு வெடிக்கின்றது,தீ விபத்து ஒன்று ஏற்பட்டுள்ளது.,0.4
750,குண்டு வெடிக்கின்றது,எாிபொருள் தொகுதி ஒன்று வெடித்துள்ளது,0.4
751,குண்டு வெடிக்கின்றது,பலர் விமான விபத்தை காண்கின்றனர்,0
752,எரிபொருள் கொன்று தீப்பற்றி எரிகின்றது.,தீ விபத்து ஒன்று ஏற்பட்டுள்ளது.,0.6
753,எரிபொருள் கொன்று தீப்பற்றி எரிகின்றது.,எாிபொருள் தொகுதி ஒன்று வெடித்துள்ளது,0.8
754,எரிபொருள் கொன்று தீப்பற்றி எரிகின்றது.,பலர் விமான விபத்தை காண்கின்றனர்,0.6
755,தீ விபத்து ஒன்று ஏற்பட்டுள்ளது.,எாிபொருள் தொகுதி ஒன்று வெடித்துள்ளது,0.6
756,தீ விபத்து ஒன்று ஏற்பட்டுள்ளது.,பலர் விமான விபத்தை காண்கின்றனர்,0.6
757,எாிபொருள் தொகுதி ஒன்று வெடித்துள்ளது,பலர் விமான விபத்தை காண்கின்றனர்,0.8
758,உலங்குவானூர்தி தீபற்றுகிறது.,விமானநிலையத்தில் பெரும் தீ விபத்து ஏற்பட்டுள்ளது.,0.2
759,மைதானத்தில் போட்டியாளர்கள் பந்தைப் பிடிக்க முயற்சி செய்கின்றனர்.,ரக்பி விளையாட்டு வீரர்கள் மும்முரமாக விளையாடுகின்றனர்,0.8
760,மைதானத்தில் போட்டியாளர்கள் பந்தைப் பிடிக்க முயற்சி செய்கின்றனர்.,இரண்டு அணியினர் விளையாடுகிறார்கள்,0.6
761,மைதானத்தில் போட்டியாளர்கள் பந்தைப் பிடிக்க முயற்சி செய்கின்றனர்.,ஒரு விளையாட்டு வீரரை சுற்றி எதிரணி விளையாட்டு வீரர்கள் முற்றுகையிட்டிருக்கின்றனர்.,0.6
762,மைதானத்தில் போட்டியாளர்கள் பந்தைப் பிடிக்க முயற்சி செய்கின்றனர்.,இரண்டு அணியினர் விளையாடுகின்றனர்,0.6
763,மைதானத்தில் போட்டியாளர்கள் பந்தைப் பிடிக்க முயற்சி செய்கின்றனர்.,வீரர்கள் படத்துக்காக போராடுகின்றனர்.,0.2
764,மைதானத்தில் போட்டியாளர்கள் பந்தைப் பிடிக்க முயற்சி செய்கின்றனர்.,விளையாட்டு வீரர்கள் மைதானத்தில் விளையாடுகின்றனர்.,0.8
765,மைதானத்தில் போட்டியாளர்கள் பந்தைப் பிடிக்க முயற்சி செய்கின்றனர்.,விளையாட்டு வீரா் காயப்பட்டுள்ளாா்,0.2
766,மைதானத்தில் போட்டியாளர்கள் பந்தைப் பிடிக்க முயற்சி செய்கின்றனர்.,வீரர்கள் றக்பி விளையாட்டை விளையாடுகின்றனர்,0.8
767,ரக்பி விளையாட்டு வீரர்கள் மும்முரமாக விளையாடுகின்றனர்,இரண்டு அணியினர் விளையாடுகிறார்கள்,0.8
768,ரக்பி விளையாட்டு வீரர்கள் மும்முரமாக விளையாடுகின்றனர்,ஒரு விளையாட்டு வீரரை சுற்றி எதிரணி விளையாட்டு வீரர்கள் முற்றுகையிட்டிருக்கின்றனர்.,0.6
769,ரக்பி விளையாட்டு வீரர்கள் மும்முரமாக விளையாடுகின்றனர்,இரண்டு அணியினர் விளையாடுகின்றனர்,0.8
770,ரக்பி விளையாட்டு வீரர்கள் மும்முரமாக விளையாடுகின்றனர்,வீரர்கள் படத்துக்காக போராடுகின்றனர்.,0
771,ரக்பி விளையாட்டு வீரர்கள் மும்முரமாக விளையாடுகின்றனர்,விளையாட்டு வீரர்கள் மைதானத்தில் விளையாடுகின்றனர்.,0.6
772,ரக்பி விளையாட்டு வீரர்கள் மும்முரமாக விளையாடுகின்றனர்,விளையாட்டு வீரா் காயப்பட்டுள்ளாா்,0.4
773,ரக்பி விளையாட்டு வீரர்கள் மும்முரமாக விளையாடுகின்றனர்,வீரர்கள் றக்பி விளையாட்டை விளையாடுகின்றனர்,1
774,இரண்டு அணியினர் விளையாடுகிறார்கள்,ஒரு விளையாட்டு வீரரை சுற்றி எதிரணி விளையாட்டு வீரர்கள் முற்றுகையிட்டிருக்கின்றனர்.,0.6
775,இரண்டு அணியினர் விளையாடுகிறார்கள்,இரண்டு அணியினர் விளையாடுகின்றனர்,1
776,இரண்டு அணியினர் விளையாடுகிறார்கள்,வீரர்கள் படத்துக்காக போராடுகின்றனர்.,0.6
777,இரண்டு அணியினர் விளையாடுகிறார்கள்,விளையாட்டு வீரர்கள் மைதானத்தில் விளையாடுகின்றனர்.,0.53334
778,இரண்டு அணியினர் விளையாடுகிறார்கள்,விளையாட்டு வீரா் காயப்பட்டுள்ளாா்,0.4
779,இரண்டு அணியினர் விளையாடுகிறார்கள்,வீரர்கள் றக்பி விளையாட்டை விளையாடுகின்றனர்,0.6
780,ஒரு விளையாட்டு வீரரை சுற்றி எதிரணி விளையாட்டு வீரர்கள் முற்றுகையிட்டிருக்கின்றனர்.,இரண்டு அணியினர் விளையாடுகின்றனர்,0.6
781,ஒரு விளையாட்டு வீரரை சுற்றி எதிரணி விளையாட்டு வீரர்கள் முற்றுகையிட்டிருக்கின்றனர்.,வீரர்கள் படத்துக்காக போராடுகின்றனர்.,0
782,ஒரு விளையாட்டு வீரரை சுற்றி எதிரணி விளையாட்டு வீரர்கள் முற்றுகையிட்டிருக்கின்றனர்.,விளையாட்டு வீரர்கள் மைதானத்தில் விளையாடுகின்றனர்.,0.6
783,ஒரு விளையாட்டு வீரரை சுற்றி எதிரணி விளையாட்டு வீரர்கள் முற்றுகையிட்டிருக்கின்றனர்.,விளையாட்டு வீரா் காயப்பட்டுள்ளாா்,0.4
784,ஒரு விளையாட்டு வீரரை சுற்றி எதிரணி விளையாட்டு வீரர்கள் முற்றுகையிட்டிருக்கின்றனர்.,வீரர்கள் றக்பி விளையாட்டை விளையாடுகின்றனர்,0.6
785,இரண்டு அணியினர் விளையாடுகின்றனர்,வீரர்கள் படத்துக்காக போராடுகின்றனர்.,0
786,இரண்டு அணியினர் விளையாடுகின்றனர்,விளையாட்டு வீரர்கள் மைதானத்தில் விளையாடுகின்றனர்.,0.8
787,இரண்டு அணியினர் விளையாடுகின்றனர்,விளையாட்டு வீரா் காயப்பட்டுள்ளாா்,0.4
788,இரண்டு அணியினர் விளையாடுகின்றனர்,வீரர்கள் றக்பி விளையாட்டை விளையாடுகின்றனர்,0.8
789,வீரர்கள் படத்துக்காக போராடுகின்றனர்.,விளையாட்டு வீரர்கள் மைதானத்தில் விளையாடுகின்றனர்.,0
790,வீரர்கள் படத்துக்காக போராடுகின்றனர்.,விளையாட்டு வீரா் காயப்பட்டுள்ளாா்,0
791,வீரர்கள் படத்துக்காக போராடுகின்றனர்.,வீரர்கள் றக்பி விளையாட்டை விளையாடுகின்றனர்,0
792,விளையாட்டு வீரர்கள் மைதானத்தில் விளையாடுகின்றனர்.,விளையாட்டு வீரா் காயப்பட்டுள்ளாா்,0.6
793,விளையாட்டு வீரர்கள் மைதானத்தில் விளையாடுகின்றனர்.,வீரர்கள் றக்பி விளையாட்டை விளையாடுகின்றனர்,0.8
794,விளையாட்டு வீரா் காயப்பட்டுள்ளாா்,வீரர்கள் றக்பி விளையாட்டை விளையாடுகின்றனர்,0.6
795,ஒருவர் மேல் ஒருவர் விழகின்றனர்.,ற்க்பி விளையாட்டை வீரர்கள் போட்டியாக விளையாடுகிறார்கள்.,0.8
796,ஒரு பெண் புற்களக்கு மத்தியில் காற்றில் கை நீட்டியபடி அமர்ந்துள்ளார்,அழகிய பெண் ஒருவர் சூழலை ரசிக்கிறார்,0.8
797,ஒரு பெண் புற்களக்கு மத்தியில் காற்றில் கை நீட்டியபடி அமர்ந்துள்ளார்,இயற்கையை இரசிக்கும் பெண்,1
798,ஒரு பெண் புற்களக்கு மத்தியில் காற்றில் கை நீட்டியபடி அமர்ந்துள்ளார்,ஒரு அழகான பெண் இயற்கையை ரசித்து மகிழ்ந்து கொண்டிருக்கின்றாள்.,0.8
799,ஒரு பெண் புற்களக்கு மத்தியில் காற்றில் கை நீட்டியபடி அமர்ந்துள்ளார்,ஒரு பெண் இயற்கை அழகை இரசிக்கின்றார்,0.8
800,ஒரு பெண் புற்களக்கு மத்தியில் காற்றில் கை நீட்டியபடி அமர்ந்துள்ளார்,பெண்ணொருத்தி புல்வெளியில் ஓடுகின்றாள்.,0.4
801,ஒரு பெண் புற்களக்கு மத்தியில் காற்றில் கை நீட்டியபடி அமர்ந்துள்ளார்,பெண்ணொருத்தி தோட்டத்தில் காற்று வாங்குகிறாள்.,0.8
802,ஒரு பெண் புற்களக்கு மத்தியில் காற்றில் கை நீட்டியபடி அமர்ந்துள்ளார்,பெண் ஒருத்தி புற்களின் நடுவில் இருக்கிறாள்,1
803,ஒரு பெண் புற்களக்கு மத்தியில் காற்றில் கை நீட்டியபடி அமர்ந்துள்ளார்,பெண் ஒருவர் இயறகையை ரசிக்கிறார்,0.53334
804,அழகிய பெண் ஒருவர் சூழலை ரசிக்கிறார்,இயற்கையை இரசிக்கும் பெண்,0.93334
805,அழகிய பெண் ஒருவர் சூழலை ரசிக்கிறார்,ஒரு அழகான பெண் இயற்கையை ரசித்து மகிழ்ந்து கொண்டிருக்கின்றாள்.,0.86666
806,அழகிய பெண் ஒருவர் சூழலை ரசிக்கிறார்,ஒரு பெண் இயற்கை அழகை இரசிக்கின்றார்,1
807,அழகிய பெண் ஒருவர் சூழலை ரசிக்கிறார்,பெண்ணொருத்தி புல்வெளியில் ஓடுகின்றாள்.,0.4
808,அழகிய பெண் ஒருவர் சூழலை ரசிக்கிறார்,பெண்ணொருத்தி தோட்டத்தில் காற்று வாங்குகிறாள்.,0.8
809,அழகிய பெண் ஒருவர் சூழலை ரசிக்கிறார்,பெண் ஒருத்தி புற்களின் நடுவில் இருக்கிறாள்,0.8
810,அழகிய பெண் ஒருவர் சூழலை ரசிக்கிறார்,பெண் ஒருவர் இயறகையை ரசிக்கிறார்,0.8
811,இயற்கையை இரசிக்கும் பெண்,ஒரு அழகான பெண் இயற்கையை ரசித்து மகிழ்ந்து கொண்டிருக்கின்றாள்.,0.8
812,இயற்கையை இரசிக்கும் பெண்,ஒரு பெண் இயற்கை அழகை இரசிக்கின்றார்,1
813,இயற்கையை இரசிக்கும் பெண்,பெண்ணொருத்தி புல்வெளியில் ஓடுகின்றாள்.,0.6
814,இயற்கையை இரசிக்கும் பெண்,பெண்ணொருத்தி தோட்டத்தில் காற்று வாங்குகிறாள்.,0.6
815,இயற்கையை இரசிக்கும் பெண்,பெண் ஒருத்தி புற்களின் நடுவில் இருக்கிறாள்,0.6
816,இயற்கையை இரசிக்கும் பெண்,பெண் ஒருவர் இயறகையை ரசிக்கிறார்,1
817,ஒரு அழகான பெண் இயற்கையை ரசித்து மகிழ்ந்து கொண்டிருக்கின்றாள்.,ஒரு பெண் இயற்கை அழகை இரசிக்கின்றார்,0.8
