ID,sentence1,sentence2,manual_similarity
191,நீரில் ஒருவர் பூ பந்து விளையாடுகிறார்,நீச்சல் குளத்தில் வலைப்பந்து விளையாடுகின்றனர்,0.20
192,நீரில் ஒருவர் பூ பந்து விளையாடுகிறார்,ஒருவர் டென்னிஸ் விளையாடுவதை இன்னொருவர் பார்த்துக்கொண்டு இருக்கிறார்.,0.00
193,நீரில் ஒருவர் பூ பந்து விளையாடுகிறார்,பெண் ஒருவர் நீச்சல் குளத்தில் டென்னிஸ் மடடை உடன் உள்ளார்,0.00
194,நீரில் ஒருவர் பூ பந்து விளையாடுகிறார்,பெண் ஒருத்தி நீச்சல் தடாகத்தில் ஆனந்த கழிப்பில் பூப்பந்து விளையாடுகிறார்.,0.80
195,நீரில் ஒருவர் பூ பந்து விளையாடுகிறார்,நீரில் பூபந்து விளையாடுகிறார்.,1.00
196,ஒருவர் நீருக்குள் விளையாடுகிறார்,ஒரு பெண் நீரில் நீந்திய படியே பற்மின்ரன் விளையாடுகின்றார்.,0.20
197,ஒருவர் நீருக்குள் விளையாடுகிறார்,நீச்சல் குளத்தில் வலைப்பந்து விளையாடுகின்றனர்,0.27
198,ஒருவர் நீருக்குள் விளையாடுகிறார்,ஒருவர் டென்னிஸ் விளையாடுவதை இன்னொருவர் பார்த்துக்கொண்டு இருக்கிறார்.,0.60
199,ஒருவர் நீருக்குள் விளையாடுகிறார்,பெண் ஒருவர் நீச்சல் குளத்தில் டென்னிஸ் மடடை உடன் உள்ளார்,0.47
200,ஒருவர் நீருக்குள் விளையாடுகிறார்,பெண் ஒருத்தி நீச்சல் தடாகத்தில் ஆனந்த கழிப்பில் பூப்பந்து விளையாடுகிறார்.,0.20
201,ஒருவர் நீருக்குள் விளையாடுகிறார்,நீரில் பூபந்து விளையாடுகிறார்.,0.60
202,ஒரு பெண் நீரில் நீந்திய படியே பற்மின்ரன் விளையாடுகின்றார்.,நீச்சல் குளத்தில் வலைப்பந்து விளையாடுகின்றனர்,0.20
203,ஒரு பெண் நீரில் நீந்திய படியே பற்மின்ரன் விளையாடுகின்றார்.,ஒருவர் டென்னிஸ் விளையாடுவதை இன்னொருவர் பார்த்துக்கொண்டு இருக்கிறார்.,0.00
204,ஒரு பெண் நீரில் நீந்திய படியே பற்மின்ரன் விளையாடுகின்றார்.,பெண் ஒருவர் நீச்சல் குளத்தில் டென்னிஸ் மடடை உடன் உள்ளார்,0.00
205,ஒரு பெண் நீரில் நீந்திய படியே பற்மின்ரன் விளையாடுகின்றார்.,பெண் ஒருத்தி நீச்சல் தடாகத்தில் ஆனந்த கழிப்பில் பூப்பந்து விளையாடுகிறார்.,0.60
206,ஒரு பெண் நீரில் நீந்திய படியே பற்மின்ரன் விளையாடுகின்றார்.,நீரில் பூபந்து விளையாடுகிறார்.,0.80
207,நீச்சல் குளத்தில் வலைப்பந்து விளையாடுகின்றனர்,ஒருவர் டென்னிஸ் விளையாடுவதை இன்னொருவர் பார்த்துக்கொண்டு இருக்கிறார்.,0.00
208,நீச்சல் குளத்தில் வலைப்பந்து விளையாடுகின்றனர்,பெண் ஒருவர் நீச்சல் குளத்தில் டென்னிஸ் மடடை உடன் உள்ளார்,0.00
209,நீச்சல் குளத்தில் வலைப்பந்து விளையாடுகின்றனர்,பெண் ஒருத்தி நீச்சல் தடாகத்தில் ஆனந்த கழிப்பில் பூப்பந்து விளையாடுகிறார்.,0.20
210,நீச்சல் குளத்தில் வலைப்பந்து விளையாடுகின்றனர்,நீரில் பூபந்து விளையாடுகிறார்.,0.20
211,ஒருவர் டென்னிஸ் விளையாடுவதை இன்னொருவர் பார்த்துக்கொண்டு இருக்கிறார்.,பெண் ஒருவர் நீச்சல் குளத்தில் டென்னிஸ் மடடை உடன் உள்ளார்,0.40
212,ஒருவர் டென்னிஸ் விளையாடுவதை இன்னொருவர் பார்த்துக்கொண்டு இருக்கிறார்.,பெண் ஒருத்தி நீச்சல் தடாகத்தில் ஆனந்த கழிப்பில் பூப்பந்து விளையாடுகிறார்.,0.00
213,ஒருவர் டென்னிஸ் விளையாடுவதை இன்னொருவர் பார்த்துக்கொண்டு இருக்கிறார்.,நீரில் பூபந்து விளையாடுகிறார்.,0.00
214,பெண் ஒருவர் நீச்சல் குளத்தில் டென்னிஸ் மடடை உடன் உள்ளார்,பெண் ஒருத்தி நீச்சல் தடாகத்தில் ஆனந்த கழிப்பில் பூப்பந்து விளையாடுகிறார்.,0.00
215,பெண் ஒருவர் நீச்சல் குளத்தில் டென்னிஸ் மடடை உடன் உள்ளார்,நீரில் பூபந்து விளையாடுகிறார்.,0.00
216,பெண் ஒருத்தி நீச்சல் தடாகத்தில் ஆனந்த கழிப்பில் பூப்பந்து விளையாடுகிறார்.,நீரில் பூபந்து விளையாடுகிறார்.,0.73
217,பயணிக்கிற வினோத மோட்டார் சைக்கிள் மேல் ஒருவர் நிற்கிறார்,மோட்டார் சைக்கிள் ஓடட பந்தயத்தில் ஒரு மோட்டார் சைக்கிள் கீழே விழுந்து விட்டது,0.00
218,பயணிக்கிற வினோத மோட்டார் சைக்கிள் மேல் ஒருவர் நிற்கிறார்,ஒருவர் வண்டி ஓட்டுகின்றார்,0.00
219,பயணிக்கிற வினோத மோட்டார் சைக்கிள் மேல் ஒருவர் நிற்கிறார்,ஒருவர் மோட்டார் வண்டியுடன் வீழ்ந்து கிடப்பதை வேறொருவர் புகைப்படம் பிடிக்கின்றார்.,0.00
220,பயணிக்கிற வினோத மோட்டார் சைக்கிள் மேல் ஒருவர் நிற்கிறார்,ஈருருளிப் பந்தயம் நடைபெறுகிறது,0.00
221,பயணிக்கிற வினோத மோட்டார் சைக்கிள் மேல் ஒருவர் நிற்கிறார்,மோட்டார் வண்டியால் ஒருவர் விழுந்து கிடக்கிறார்.,0.40
222,பயணிக்கிற வினோத மோட்டார் சைக்கிள் மேல் ஒருவர் நிற்கிறார்,மோட்டார் பந்தய விபத்து நடந்துள்ளது,0.00
223,பயணிக்கிற வினோத மோட்டார் சைக்கிள் மேல் ஒருவர் நிற்கிறார்,வீரன் ஒருவன் தடம் புரள இன்னொருவன் வேகமாக ஒடுகிறான்.,0.00
224,பயணிக்கிற வினோத மோட்டார் சைக்கிள் மேல் ஒருவர் நிற்கிறார்,மோட்டார் வாகனம் விபத்துக்குள்ளாகிறது.,0.40
225,மோட்டார் சைக்கிள் ஓடட பந்தயத்தில் ஒரு மோட்டார் சைக்கிள் கீழே விழுந்து விட்டது,ஒருவர் வண்டி ஓட்டுகின்றார்,0.47
226,மோட்டார் சைக்கிள் ஓடட பந்தயத்தில் ஒரு மோட்டார் சைக்கிள் கீழே விழுந்து விட்டது,ஒருவர் மோட்டார் வண்டியுடன் வீழ்ந்து கிடப்பதை வேறொருவர் புகைப்படம் பிடிக்கின்றார்.,0.60
227,மோட்டார் சைக்கிள் ஓடட பந்தயத்தில் ஒரு மோட்டார் சைக்கிள் கீழே விழுந்து விட்டது,ஈருருளிப் பந்தயம் நடைபெறுகிறது,0.00
228,மோட்டார் சைக்கிள் ஓடட பந்தயத்தில் ஒரு மோட்டார் சைக்கிள் கீழே விழுந்து விட்டது,மோட்டார் வண்டியால் ஒருவர் விழுந்து கிடக்கிறார்.,0.40
229,மோட்டார் சைக்கிள் ஓடட பந்தயத்தில் ஒரு மோட்டார் சைக்கிள் கீழே விழுந்து விட்டது,மோட்டார் பந்தய விபத்து நடந்துள்ளது,1.00
230,மோட்டார் சைக்கிள் ஓடட பந்தயத்தில் ஒரு மோட்டார் சைக்கிள் கீழே விழுந்து விட்டது,வீரன் ஒருவன் தடம் புரள இன்னொருவன் வேகமாக ஒடுகிறான்.,0.40
231,மோட்டார் சைக்கிள் ஓடட பந்தயத்தில் ஒரு மோட்டார் சைக்கிள் கீழே விழுந்து விட்டது,மோட்டார் வாகனம் விபத்துக்குள்ளாகிறது.,1.00
232,ஒருவர் வண்டி ஓட்டுகின்றார்,ஒருவர் மோட்டார் வண்டியுடன் வீழ்ந்து கிடப்பதை வேறொருவர் புகைப்படம் பிடிக்கின்றார்.,0.00
233,ஒருவர் வண்டி ஓட்டுகின்றார்,ஈருருளிப் பந்தயம் நடைபெறுகிறது,0.20
234,ஒருவர் வண்டி ஓட்டுகின்றார்,மோட்டார் வண்டியால் ஒருவர் விழுந்து கிடக்கிறார்.,0.00
235,ஒருவர் வண்டி ஓட்டுகின்றார்,மோட்டார் பந்தய விபத்து நடந்துள்ளது,0.00
236,ஒருவர் வண்டி ஓட்டுகின்றார்,வீரன் ஒருவன் தடம் புரள இன்னொருவன் வேகமாக ஒடுகிறான்.,0.00
237,ஒருவர் வண்டி ஓட்டுகின்றார்,மோட்டார் வாகனம் விபத்துக்குள்ளாகிறது.,0.40
238,ஒருவர் மோட்டார் வண்டியுடன் வீழ்ந்து கிடப்பதை வேறொருவர் புகைப்படம் பிடிக்கின்றார்.,ஈருருளிப் பந்தயம் நடைபெறுகிறது,0.00
239,ஒருவர் மோட்டார் வண்டியுடன் வீழ்ந்து கிடப்பதை வேறொருவர் புகைப்படம் பிடிக்கின்றார்.,மோட்டார் வண்டியால் ஒருவர் விழுந்து கிடக்கிறார்.,0.20
240,ஒருவர் மோட்டார் வண்டியுடன் வீழ்ந்து கிடப்பதை வேறொருவர் புகைப்படம் பிடிக்கின்றார்.,மோட்டார் பந்தய விபத்து நடந்துள்ளது,0.20
241,ஒருவர் மோட்டார் வண்டியுடன் வீழ்ந்து கிடப்பதை வேறொருவர் புகைப்படம் பிடிக்கின்றார்.,வீரன் ஒருவன் தடம் புரள இன்னொருவன் வேகமாக ஒடுகிறான்.,0.00
242,ஒருவர் மோட்டார் வண்டியுடன் வீழ்ந்து கிடப்பதை வேறொருவர் புகைப்படம் பிடிக்கின்றார்.,மோட்டார் வாகனம் விபத்துக்குள்ளாகிறது.,0.40
243,ஈருருளிப் பந்தயம் நடைபெறுகிறது,மோட்டார் வண்டியால் ஒருவர் விழுந்து கிடக்கிறார்.,0.00
244,ஈருருளிப் பந்தயம் நடைபெறுகிறது,மோட்டார் பந்தய விபத்து நடந்துள்ளது,0.00
245,ஈருருளிப் பந்தயம் நடைபெறுகிறது,வீரன் ஒருவன் தடம் புரள இன்னொருவன் வேகமாக ஒடுகிறான்.,0.40
246,ஈருருளிப் பந்தயம் நடைபெறுகிறது,மோட்டார் வாகனம் விபத்துக்குள்ளாகிறது.,0.00
247,மோட்டார் வண்டியால் ஒருவர் விழுந்து கிடக்கிறார்.,மோட்டார் பந்தய விபத்து நடந்துள்ளது,0.60
248,மோட்டார் வண்டியால் ஒருவர் விழுந்து கிடக்கிறார்.,வீரன் ஒருவன் தடம் புரள இன்னொருவன் வேகமாக ஒடுகிறான்.,0.47
249,மோட்டார் வண்டியால் ஒருவர் விழுந்து கிடக்கிறார்.,மோட்டார் வாகனம் விபத்துக்குள்ளாகிறது.,0.80
250,மோட்டார் பந்தய விபத்து நடந்துள்ளது,வீரன் ஒருவன் தடம் புரள இன்னொருவன் வேகமாக ஒடுகிறான்.,0.40
251,மோட்டார் பந்தய விபத்து நடந்துள்ளது,மோட்டார் வாகனம் விபத்துக்குள்ளாகிறது.,0.80
252,வீரன் ஒருவன் தடம் புரள இன்னொருவன் வேகமாக ஒடுகிறான்.,மோட்டார் வாகனம் விபத்துக்குள்ளாகிறது.,0.40
253,பேஸ்பால் வீரர் ஒருவர் பந்தை வீசுகிறார்,ஒரு நபர் தனது கையால் பந்தை ஏறிகின்றார்,1.00
254,பேஸ்பால் வீரர் ஒருவர் பந்தை வீசுகிறார்,ஒருவர் குண்டு எறிகின்றார்,0.20
255,பேஸ்பால் வீரர் ஒருவர் பந்தை வீசுகிறார்,ஒருவர் பந்தை பிடிக்கச் செல்லும் போது கால் சறுக்கி விழுகின்றார்.,0.40
256,பேஸ்பால் வீரர் ஒருவர் பந்தை வீசுகிறார்,நபர் ஒருவர் பந்து வீசுகின்றார்,0.80
257,பேஸ்பால் வீரர் ஒருவர் பந்தை வீசுகிறார்,ஒருவர் பந்தை வீசுகின்றார்.,0.80
258,பேஸ்பால் வீரர் ஒருவர் பந்தை வீசுகிறார்,பையன் பந்தை எறிந்த பின்னான நிலையை காட்டுகிறது,0.00
259,பேஸ்பால் வீரர் ஒருவர் பந்தை வீசுகிறார்,பந்து வீச்சாளரின் கைகளில் இருந்து பந்து நழுவிச் செல்கிறது.,1.00
260,பேஸ்பால் வீரர் ஒருவர் பந்தை வீசுகிறார்,பந்தை ஒருவர் எறிகிறார்.,0.60
261,ஒரு நபர் தனது கையால் பந்தை ஏறிகின்றார்,ஒருவர் குண்டு எறிகின்றார்,0.20
262,ஒரு நபர் தனது கையால் பந்தை ஏறிகின்றார்,ஒருவர் பந்தை பிடிக்கச் செல்லும் போது கால் சறுக்கி விழுகின்றார்.,0.40
263,ஒரு நபர் தனது கையால் பந்தை ஏறிகின்றார்,நபர் ஒருவர் பந்து வீசுகின்றார்,1.00
264,ஒரு நபர் தனது கையால் பந்தை ஏறிகின்றார்,ஒருவர் பந்தை வீசுகின்றார்.,1.00
265,ஒரு நபர் தனது கையால் பந்தை ஏறிகின்றார்,பையன் பந்தை எறிந்த பின்னான நிலையை காட்டுகிறது,0.00
266,ஒரு நபர் தனது கையால் பந்தை ஏறிகின்றார்,பந்து வீச்சாளரின் கைகளில் இருந்து பந்து நழுவிச் செல்கிறது.,0.73
267,ஒரு நபர் தனது கையால் பந்தை ஏறிகின்றார்,பந்தை ஒருவர் எறிகிறார்.,1.00
268,ஒருவர் குண்டு எறிகின்றார்,ஒருவர் பந்தை பிடிக்கச் செல்லும் போது கால் சறுக்கி விழுகின்றார்.,0.00
269,ஒருவர் குண்டு எறிகின்றார்,நபர் ஒருவர் பந்து வீசுகின்றார்,0.20
270,ஒருவர் குண்டு எறிகின்றார்,ஒருவர் பந்தை வீசுகின்றார்.,0.27
271,ஒருவர் குண்டு எறிகின்றார்,பையன் பந்தை எறிந்த பின்னான நிலையை காட்டுகிறது,0.00
272,ஒருவர் குண்டு எறிகின்றார்,பந்து வீச்சாளரின் கைகளில் இருந்து பந்து நழுவிச் செல்கிறது.,0.00
273,ஒருவர் குண்டு எறிகின்றார்,பந்தை ஒருவர் எறிகிறார்.,0.20
274,ஒருவர் பந்தை பிடிக்கச் செல்லும் போது கால் சறுக்கி விழுகின்றார்.,நபர் ஒருவர் பந்து வீசுகின்றார்,0.40
275,ஒருவர் பந்தை பிடிக்கச் செல்லும் போது கால் சறுக்கி விழுகின்றார்.,ஒருவர் பந்தை வீசுகின்றார்.,0.40
276,ஒருவர் பந்தை பிடிக்கச் செல்லும் போது கால் சறுக்கி விழுகின்றார்.,பையன் பந்தை எறிந்த பின்னான நிலையை காட்டுகிறது,0.13
277,ஒருவர் பந்தை பிடிக்கச் செல்லும் போது கால் சறுக்கி விழுகின்றார்.,பந்து வீச்சாளரின் கைகளில் இருந்து பந்து நழுவிச் செல்கிறது.,0.40
278,ஒருவர் பந்தை பிடிக்கச் செல்லும் போது கால் சறுக்கி விழுகின்றார்.,பந்தை ஒருவர் எறிகிறார்.,0.40
279,நபர் ஒருவர் பந்து வீசுகின்றார்,ஒருவர் பந்தை வீசுகின்றார்.,1.00
280,நபர் ஒருவர் பந்து வீசுகின்றார்,பையன் பந்தை எறிந்த பின்னான நிலையை காட்டுகிறது,0.40
281,நபர் ஒருவர் பந்து வீசுகின்றார்,பந்து வீச்சாளரின் கைகளில் இருந்து பந்து நழுவிச் செல்கிறது.,0.60
282,நபர் ஒருவர் பந்து வீசுகின்றார்,பந்தை ஒருவர் எறிகிறார்.,1.00
283,ஒருவர் பந்தை வீசுகின்றார்.,பையன் பந்தை எறிந்த பின்னான நிலையை காட்டுகிறது,0.40
284,ஒருவர் பந்தை வீசுகின்றார்.,பந்து வீச்சாளரின் கைகளில் இருந்து பந்து நழுவிச் செல்கிறது.,0.47
285,ஒருவர் பந்தை வீசுகின்றார்.,பந்தை ஒருவர் எறிகிறார்.,1.00
286,பையன் பந்தை எறிந்த பின்னான நிலையை காட்டுகிறது,பந்து வீச்சாளரின் கைகளில் இருந்து பந்து நழுவிச் செல்கிறது.,0.40
287,பையன் பந்தை எறிந்த பின்னான நிலையை காட்டுகிறது,பந்தை ஒருவர் எறிகிறார்.,0.33
288,பந்து வீச்சாளரின் கைகளில் இருந்து பந்து நழுவிச் செல்கிறது.,பந்தை ஒருவர் எறிகிறார்.,0.20
289,நாய் ஒன்று பூ ஒன்றை கவ்வி கொண்டு ஓடுகிறது,ஒரு நாய் வாயில் கவ்விய வண்ணம் உள்ளது,0.80
290,நாய் ஒன்று பூ ஒன்றை கவ்வி கொண்டு ஓடுகிறது,நாய் ஒன்று கடித்து விளையாடுகின்றது,0.40
291,நாய் ஒன்று பூ ஒன்றை கவ்வி கொண்டு ஓடுகிறது,நாய் தன்னுடைய இரையை வாயில் வைத்திருக்கின்றது,0.00
292,நாய் ஒன்று பூ ஒன்றை கவ்வி கொண்டு ஓடுகிறது,நாய் ஒன்று புல்வெளியில் விளையாடுகின்றது,0.00
293,நாய் ஒன்று பூ ஒன்றை கவ்வி கொண்டு ஓடுகிறது,புல்வெளியில் நாய் விளையாடிக் கொண்டு இருக்கிறது.,0.00
294,நாய் ஒன்று பூ ஒன்றை கவ்வி கொண்டு ஓடுகிறது,நாய் வாயில் கிளை ஒன்றை காவிய வண்ணம் உள்ளது,0.20
295,நாய் ஒன்று பூ ஒன்றை கவ்வி கொண்டு ஓடுகிறது,நாய்க்குட்டி ஏதையோ களவாடி வந்து மகிழ்ச்சியாக விளையாடுகிறது.,0.20
296,நாய் ஒன்று பூ ஒன்றை கவ்வி கொண்டு ஓடுகிறது,நாய் புல்லில் விளையாடுகிறது.,0.20
297,ஒரு நாய் வாயில் கவ்விய வண்ணம் உள்ளது,நாய் ஒன்று கடித்து விளையாடுகின்றது,0.80
298,ஒரு நாய் வாயில் கவ்விய வண்ணம் உள்ளது,நாய் தன்னுடைய இரையை வாயில் வைத்திருக்கின்றது,0.67
299,ஒரு நாய் வாயில் கவ்விய வண்ணம் உள்ளது,நாய் ஒன்று புல்வெளியில் விளையாடுகின்றது,0.00
300,ஒரு நாய் வாயில் கவ்விய வண்ணம் உள்ளது,புல்வெளியில் நாய் விளையாடிக் கொண்டு இருக்கிறது.,0.00
301,ஒரு நாய் வாயில் கவ்விய வண்ணம் உள்ளது,நாய் வாயில் கிளை ஒன்றை காவிய வண்ணம் உள்ளது,0.80
302,ஒரு நாய் வாயில் கவ்விய வண்ணம் உள்ளது,நாய்க்குட்டி ஏதையோ களவாடி வந்து மகிழ்ச்சியாக விளையாடுகிறது.,0.60
303,ஒரு நாய் வாயில் கவ்விய வண்ணம் உள்ளது,நாய் புல்லில் விளையாடுகிறது.,0.00
304,நாய் ஒன்று கடித்து விளையாடுகின்றது,நாய் தன்னுடைய இரையை வாயில் வைத்திருக்கின்றது,0.40
305,நாய் ஒன்று கடித்து விளையாடுகின்றது,நாய் ஒன்று புல்வெளியில் விளையாடுகின்றது,0.20
306,நாய் ஒன்று கடித்து விளையாடுகின்றது,புல்வெளியில் நாய் விளையாடிக் கொண்டு இருக்கிறது.,0.33
307,நாய் ஒன்று கடித்து விளையாடுகின்றது,நாய் வாயில் கிளை ஒன்றை காவிய வண்ணம் உள்ளது,0.80
308,நாய் ஒன்று கடித்து விளையாடுகின்றது,நாய்க்குட்டி ஏதையோ களவாடி வந்து மகிழ்ச்சியாக விளையாடுகிறது.,0.40
309,நாய் ஒன்று கடித்து விளையாடுகின்றது,நாய் புல்லில் விளையாடுகிறது.,0.20
310,நாய் தன்னுடைய இரையை வாயில் வைத்திருக்கின்றது,நாய் ஒன்று புல்வெளியில் விளையாடுகின்றது,0.00
311,நாய் தன்னுடைய இரையை வாயில் வைத்திருக்கின்றது,புல்வெளியில் நாய் விளையாடிக் கொண்டு இருக்கிறது.,0.00
312,நாய் தன்னுடைய இரையை வாயில் வைத்திருக்கின்றது,நாய் வாயில் கிளை ஒன்றை காவிய வண்ணம் உள்ளது,0.20
313,நாய் தன்னுடைய இரையை வாயில் வைத்திருக்கின்றது,நாய்க்குட்டி ஏதையோ களவாடி வந்து மகிழ்ச்சியாக விளையாடுகிறது.,0.00
314,நாய் தன்னுடைய இரையை வாயில் வைத்திருக்கின்றது,நாய் புல்லில் விளையாடுகிறது.,0.00
315,நாய் ஒன்று புல்வெளியில் விளையாடுகின்றது,புல்வெளியில் நாய் விளையாடிக் கொண்டு இருக்கிறது.,1.00
316,நாய் ஒன்று புல்வெளியில் விளையாடுகின்றது,நாய் வாயில் கிளை ஒன்றை காவிய வண்ணம் உள்ளது,0.40
317,நாய் ஒன்று புல்வெளியில் விளையாடுகின்றது,நாய்க்குட்டி ஏதையோ களவாடி வந்து மகிழ்ச்சியாக விளையாடுகிறது.,0.40
318,நாய் ஒன்று புல்வெளியில் விளையாடுகின்றது,நாய் புல்லில் விளையாடுகிறது.,1.00
319,புல்வெளியில் நாய் விளையாடிக் கொண்டு இருக்கிறது.,நாய் வாயில் கிளை ஒன்றை காவிய வண்ணம் உள்ளது,0.40
320,புல்வெளியில் நாய் விளையாடிக் கொண்டு இருக்கிறது.,நாய்க்குட்டி ஏதையோ களவாடி வந்து மகிழ்ச்சியாக விளையாடுகிறது.,0.27
321,புல்வெளியில் நாய் விளையாடிக் கொண்டு இருக்கிறது.,நாய் புல்லில் விளையாடுகிறது.,0.87
322,நாய் வாயில் கிளை ஒன்றை காவிய வண்ணம் உள்ளது,நாய்க்குட்டி ஏதையோ களவாடி வந்து மகிழ்ச்சியாக விளையாடுகிறது.,0.40
323,நாய் வாயில் கிளை ஒன்றை காவிய வண்ணம் உள்ளது,நாய் புல்லில் விளையாடுகிறது.,0.00
324,நாய்க்குட்டி ஏதையோ களவாடி வந்து மகிழ்ச்சியாக விளையாடுகிறது.,நாய் புல்லில் விளையாடுகிறது.,0.33
325,பாடகர் ஒருவர் பாடுகிறார்,ஒரு நபர் நன்றாக பாட்டு பாடுகின்றார்,1.00
326,பாடகர் ஒருவர் பாடுகிறார்,ஒருவர் பாடல் பாடுகிறார்,0.80
327,பாடகர் ஒருவர் பாடுகிறார்,ஒருவர் தன்னை மெய்மறந்து பாடிக் கொண்டிருக்கின்றார்.,0.33
328,பாடகர் ஒருவர் பாடுகிறார்,நபர் ஒருவர் பாட்டு பாடுகின்றார்,0.60
329,பாடகர் ஒருவர் பாடுகிறார்,ஒருவர் பாடிக்கொண்டிருக்கிறார்.,0.60
330,பாடகர் ஒருவர் பாடுகிறார்,பையன் ஒருவன் ஒலி பெருக்கி ஊடாக பாடிய வண்ணம் உள்ளான்,0.40
331,பாடகர் ஒருவர் பாடுகிறார்,மின் ஒளியில் தனது இசையால் மேடையை அலங்கரித்துக் கொண்டுள்ளான்.,0.40
332,பாடகர் ஒருவர் பாடுகிறார்,ஒருவர் பாடுகின்றார்.,0.20
333,ஒரு நபர் நன்றாக பாட்டு பாடுகின்றார்,ஒருவர் பாடல் பாடுகிறார்,0.80
334,ஒரு நபர் நன்றாக பாட்டு பாடுகின்றார்,ஒருவர் தன்னை மெய்மறந்து பாடிக் கொண்டிருக்கின்றார்.,0.80
335,ஒரு நபர் நன்றாக பாட்டு பாடுகின்றார்,நபர் ஒருவர் பாட்டு பாடுகின்றார்,0.60
336,ஒரு நபர் நன்றாக பாட்டு பாடுகின்றார்,ஒருவர் பாடிக்கொண்டிருக்கிறார்.,0.60
337,ஒரு நபர் நன்றாக பாட்டு பாடுகின்றார்,பையன் ஒருவன் ஒலி பெருக்கி ஊடாக பாடிய வண்ணம் உள்ளான்,0.40
338,ஒரு நபர் நன்றாக பாட்டு பாடுகின்றார்,மின் ஒளியில் தனது இசையால் மேடையை அலங்கரித்துக் கொண்டுள்ளான்.,0.40
339,ஒரு நபர் நன்றாக பாட்டு பாடுகின்றார்,ஒருவர் பாடுகின்றார்.,0.80
340,ஒருவர் பாடல் பாடுகிறார்,ஒருவர் தன்னை மெய்மறந்து பாடிக் கொண்டிருக்கின்றார்.,0.60
341,ஒருவர் பாடல் பாடுகிறார்,நபர் ஒருவர் பாட்டு பாடுகின்றார்,1.00
342,ஒருவர் பாடல் பாடுகிறார்,ஒருவர் பாடிக்கொண்டிருக்கிறார்.,1.00
343,ஒருவர் பாடல் பாடுகிறார்,பையன் ஒருவன் ஒலி பெருக்கி ஊடாக பாடிய வண்ணம் உள்ளான்,0.40
344,ஒருவர் பாடல் பாடுகிறார்,மின் ஒளியில் தனது இசையால் மேடையை அலங்கரித்துக் கொண்டுள்ளான்.,0.20
345,ஒருவர் பாடல் பாடுகிறார்,ஒருவர் பாடுகின்றார்.,1.00
346,ஒருவர் தன்னை மெய்மறந்து பாடிக் கொண்டிருக்கின்றார்.,நபர் ஒருவர் பாட்டு பாடுகின்றார்,0.20
347,ஒருவர் தன்னை மெய்மறந்து பாடிக் கொண்டிருக்கின்றார்.,ஒருவர் பாடிக்கொண்டிருக்கிறார்.,0.47
348,ஒருவர் தன்னை மெய்மறந்து பாடிக் கொண்டிருக்கின்றார்.,பையன் ஒருவன் ஒலி பெருக்கி ஊடாக பாடிய வண்ணம் உள்ளான்,0.40
349,ஒருவர் தன்னை மெய்மறந்து பாடிக் கொண்டிருக்கின்றார்.,மின் ஒளியில் தனது இசையால் மேடையை அலங்கரித்துக் கொண்டுள்ளான்.,0.20
350,ஒருவர் தன்னை மெய்மறந்து பாடிக் கொண்டிருக்கின்றார்.,ஒருவர் பாடுகின்றார்.,0.60
351,நபர் ஒருவர் பாட்டு பாடுகின்றார்,ஒருவர் பாடிக்கொண்டிருக்கிறார்.,1.00
352,நபர் ஒருவர் பாட்டு பாடுகின்றார்,பையன் ஒருவன் ஒலி பெருக்கி ஊடாக பாடிய வண்ணம் உள்ளான்,0.60
353,நபர் ஒருவர் பாட்டு பாடுகின்றார்,மின் ஒளியில் தனது இசையால் மேடையை அலங்கரித்துக் கொண்டுள்ளான்.,0.60
354,நபர் ஒருவர் பாட்டு பாடுகின்றார்,ஒருவர் பாடுகின்றார்.,1.00
355,ஒருவர் பாடிக்கொண்டிருக்கிறார்.,பையன் ஒருவன் ஒலி பெருக்கி ஊடாக பாடிய வண்ணம் உள்ளான்,0.60
356,ஒருவர் பாடிக்கொண்டிருக்கிறார்.,மின் ஒளியில் தனது இசையால் மேடையை அலங்கரித்துக் கொண்டுள்ளான்.,0.60
357,ஒருவர் பாடிக்கொண்டிருக்கிறார்.,ஒருவர் பாடுகின்றார்.,1.00
358,பையன் ஒருவன் ஒலி பெருக்கி ஊடாக பாடிய வண்ணம் உள்ளான்,மின் ஒளியில் தனது இசையால் மேடையை அலங்கரித்துக் கொண்டுள்ளான்.,0.40
359,பையன் ஒருவன் ஒலி பெருக்கி ஊடாக பாடிய வண்ணம் உள்ளான்,ஒருவர் பாடுகின்றார்.,0.60
360,மின் ஒளியில் தனது இசையால் மேடையை அலங்கரித்துக் கொண்டுள்ளான்.,ஒருவர் பாடுகின்றார்.,0.60
361,ஒருவர் மற்றவர் கையில் இருந்து பின் நோக்கி பாய முயல்கிறார்,ஒரு நபர் இன்னொரு நபரது கையில் இருந்து துள்ளி குதிக்கின்றார்,0.80
362,ஒருவர் மற்றவர் கையில் இருந்து பின் நோக்கி பாய முயல்கிறார்,ஒருவர் ஜிம்னாஸ்டிக்ஸ் செய்கின்றார்,0.60
363,ஒருவர் மற்றவர் கையில் இருந்து பின் நோக்கி பாய முயல்கிறார்,ஒருகால் ஒருவரின் கையில் உள்ளவாறு அவர் சமநிலையில் நிற்கின்றார்.,0.00
364,ஒருவர் மற்றவர் கையில் இருந்து பின் நோக்கி பாய முயல்கிறார்,ஆண் ஒருவர் பின்புறமாக பாய்கின்றார்,0.60
