ID,sentence1,sentence2,manual_similarity
2221,மோட்டார் சைக்கிளில் வீரர் சாகசம் செய்கிறார்,உந்துருளி சாகசம் ஒருவர் செய்கிறார்,0.8
2222,மோட்டார் சைக்கிளில் வீரர் சாகசம் செய்கிறார்,மோட்டார் சைக்கிளில் வீரர் சாகசம் காட்டுகின்றார்.,1
2223,உந்துருளி சாகசம் ஒருவர் செய்கிறார்,மோட்டார் சைக்கிளில் வீரர் சாகசம் காட்டுகின்றார்.,0.66666
2224,நாய் ஒன்று மரத்தில் ஏதோ ஒன்றைப் பார்த்து பாய்ந்து குரைக்கின்றது.,நாய் ஒன்று மேல் எம்புகிறது,0.6
2225,நாய் ஒன்று மரத்தில் ஏதோ ஒன்றைப் பார்த்து பாய்ந்து குரைக்கின்றது.,நாய் ஒன்று துள்ளிப் பாய்கிறது,0.6
2226,நாய் ஒன்று மரத்தில் ஏதோ ஒன்றைப் பார்த்து பாய்ந்து குரைக்கின்றது.,நாய் இரு கால்களில் நின்று எம்பி விளையாடுகின்றது.,0.33334
2227,நாய் ஒன்று மேல் எம்புகிறது,நாய் ஒன்று துள்ளிப் பாய்கிறது,0.53334
2228,நாய் ஒன்று மேல் எம்புகிறது,நாய் இரு கால்களில் நின்று எம்பி விளையாடுகின்றது.,0.66666
2229,நாய் ஒன்று துள்ளிப் பாய்கிறது,நாய் இரு கால்களில் நின்று எம்பி விளையாடுகின்றது.,0.6
2230,காயமடைந்த ரக்பி வீரரொருவருக்கு மற்றொரு வீரர் உதவுகின்றார்.,எல்லே போட்டியில் வீரர்கள் ஈடுபடுகின்றனர்,0
2231,காயமடைந்த ரக்பி வீரரொருவருக்கு மற்றொரு வீரர் உதவுகின்றார்.,வீர்ர் ஒருவர் சக வீர்ருக்கு உதவி செய்கிறார்,0.6
2232,காயமடைந்த ரக்பி வீரரொருவருக்கு மற்றொரு வீரர் உதவுகின்றார்.,வீரர் தனது இருப்பிடத்திற்கு சறுக்கி செல்கின்றார்.,0
2233,எல்லே போட்டியில் வீரர்கள் ஈடுபடுகின்றனர்,வீர்ர் ஒருவர் சக வீர்ருக்கு உதவி செய்கிறார்,0.33334
2234,எல்லே போட்டியில் வீரர்கள் ஈடுபடுகின்றனர்,வீரர் தனது இருப்பிடத்திற்கு சறுக்கி செல்கின்றார்.,0.13334
2235,வீர்ர் ஒருவர் சக வீர்ருக்கு உதவி செய்கிறார்,வீரர் தனது இருப்பிடத்திற்கு சறுக்கி செல்கின்றார்.,0.06666
2236,வீரரொருவர் மிதிவண்டியில் மேலுயர்ந்து சாகசம் புரிகின்றார்.,சைக்கிளில் வீரர் சாகசம் செய்கிறார்,0.73334
2237,வீரரொருவர் மிதிவண்டியில் மேலுயர்ந்து சாகசம் புரிகின்றார்.,மிதிவண்டியில் பெண் ஒருவர் சாகசம் செய்கிறார்,0.53334
2238,வீரரொருவர் மிதிவண்டியில் மேலுயர்ந்து சாகசம் புரிகின்றார்.,வீரர் நாடு வானில் சைக்கிளுடன் பறக்கிறார்.,0.46666
2239,சைக்கிளில் வீரர் சாகசம் செய்கிறார்,மிதிவண்டியில் பெண் ஒருவர் சாகசம் செய்கிறார்,0.53334
2240,சைக்கிளில் வீரர் சாகசம் செய்கிறார்,வீரர் நாடு வானில் சைக்கிளுடன் பறக்கிறார்.,0.46666
2241,மிதிவண்டியில் பெண் ஒருவர் சாகசம் செய்கிறார்,வீரர் நாடு வானில் சைக்கிளுடன் பறக்கிறார்.,0.4
2242,வீராங்கனைகள் இருவர் கைப்பந்து விளையாட்டில் ஈடுபடுகின்றனர்.,பெண்கள் கடற்கரை கரைப்பந்தாட்டத்தில் ஈடுபடுகின்றனர்,0.66666
2243,வீராங்கனைகள் இருவர் கைப்பந்து விளையாட்டில் ஈடுபடுகின்றனர்.,இரு பெண்கள் வலைப்பந்தாட்டம் ஆடுகின்றனர்,0.26666
2244,வீராங்கனைகள் இருவர் கைப்பந்து விளையாட்டில் ஈடுபடுகின்றனர்.,இரு பெண் வீரர்கள் கரப்பந்தாட்டத்தில் ஈடுபட்டுள்ளனர்.,1
2245,பெண்கள் கடற்கரை கரைப்பந்தாட்டத்தில் ஈடுபடுகின்றனர்,இரு பெண்கள் வலைப்பந்தாட்டம் ஆடுகின்றனர்,0.4
2246,பெண்கள் கடற்கரை கரைப்பந்தாட்டத்தில் ஈடுபடுகின்றனர்,இரு பெண் வீரர்கள் கரப்பந்தாட்டத்தில் ஈடுபட்டுள்ளனர்.,0.53334
2247,இரு பெண்கள் வலைப்பந்தாட்டம் ஆடுகின்றனர்,இரு பெண் வீரர்கள் கரப்பந்தாட்டத்தில் ஈடுபட்டுள்ளனர்.,0
2248,வீரரொருவர் மிதிவண்டியுடன் வானில் பறந்து சாகசம் புரிகின்றார்.,சைக்கிளில் வீரர் சாகசம் செய்கிறார்,0.86666
2249,வீரரொருவர் மிதிவண்டியுடன் வானில் பறந்து சாகசம் புரிகின்றார்.,மலையிலிருந்து மிதிவண்டியுடன் ஒருவர் பாய்கின்றார்,0.46666
2250,வீரரொருவர் மிதிவண்டியுடன் வானில் பறந்து சாகசம் புரிகின்றார்.,சைக்கிளோட்டி சைக்கிளுடன் நாடு வானில் பறக்கின்றார்.,0.53334
2251,சைக்கிளில் வீரர் சாகசம் செய்கிறார்,மலையிலிருந்து மிதிவண்டியுடன் ஒருவர் பாய்கின்றார்,0.73334
2252,சைக்கிளில் வீரர் சாகசம் செய்கிறார்,சைக்கிளோட்டி சைக்கிளுடன் நாடு வானில் பறக்கின்றார்.,0.6
2253,மலையிலிருந்து மிதிவண்டியுடன் ஒருவர் பாய்கின்றார்,சைக்கிளோட்டி சைக்கிளுடன் நாடு வானில் பறக்கின்றார்.,0.66666
2254,வீரரொருவர் மிதிவண்டியுடன் சாகசம் புரிகின்றார்.,சைக்கிளில் வீரர் சாகசம் செய்கிறார்,1
2255,வீரரொருவர் மிதிவண்டியுடன் சாகசம் புரிகின்றார்.,நீண்ட வீதீயூடாக ஒருவர் பயணிக்கிறார்,0.06666
2256,வீரரொருவர் மிதிவண்டியுடன் சாகசம் புரிகின்றார்.,சைக்கிள் ஓட்டப்போட்டியில் சைக்கிளோட்டி வேகமாக ஓடி செல்கின்றார்.,0
2257,சைக்கிளில் வீரர் சாகசம் செய்கிறார்,நீண்ட வீதீயூடாக ஒருவர் பயணிக்கிறார்,0.13334
2258,சைக்கிளில் வீரர் சாகசம் செய்கிறார்,சைக்கிள் ஓட்டப்போட்டியில் சைக்கிளோட்டி வேகமாக ஓடி செல்கின்றார்.,0
2259,நீண்ட வீதீயூடாக ஒருவர் பயணிக்கிறார்,சைக்கிள் ஓட்டப்போட்டியில் சைக்கிளோட்டி வேகமாக ஓடி செல்கின்றார்.,0.6
2260,ஓட்டப்பந்தயக்கார் ஒன்று வேகமாக செல்கின்றது.,கார்ப்பந்தயத்தில் வீரர் ஈடுபடுகிறார்,0.73334
2261,ஓட்டப்பந்தயக்கார் ஒன்று வேகமாக செல்கின்றது.,வாகன ஓட்டப்பந்தயத்தை மக்கள் ரசிக்கின்றார்கள்,0.13334
2262,ஓட்டப்பந்தயக்கார் ஒன்று வேகமாக செல்கின்றது.,ஓடு பாதையில் கார் சறுக்கி செல்கின்றது.,0.46666
2263,கார்ப்பந்தயத்தில் வீரர் ஈடுபடுகிறார்,வாகன ஓட்டப்பந்தயத்தை மக்கள் ரசிக்கின்றார்கள்,0.06666
2264,கார்ப்பந்தயத்தில் வீரர் ஈடுபடுகிறார்,ஓடு பாதையில் கார் சறுக்கி செல்கின்றது.,0.06666
2265,வாகன ஓட்டப்பந்தயத்தை மக்கள் ரசிக்கின்றார்கள்,ஓடு பாதையில் கார் சறுக்கி செல்கின்றது.,0.4
2266,ரக்பி வீரர்கள் ரக்பி பந்தை மற்றொரு வீரரிடமிருந்து பறிக்க முற்படுகின்றனர்.,ரக்பியில் வீரர்கள் ஈடுபடுகின்றனர்,0.53334
2267,ரக்பி வீரர்கள் ரக்பி பந்தை மற்றொரு வீரரிடமிருந்து பறிக்க முற்படுகின்றனர்.,பந்தைப் பிடிப்பதற்காக அணியினர் போராடுகின்றனர்,0.86666
2268,ரக்பி வீரர்கள் ரக்பி பந்தை மற்றொரு வீரரிடமிருந்து பறிக்க முற்படுகின்றனர்.,வீரர்கள் பந்தை பிடிக்க பாய்கின்றனர்.,0.66666
2269,ரக்பியில் வீரர்கள் ஈடுபடுகின்றனர்,பந்தைப் பிடிப்பதற்காக அணியினர் போராடுகின்றனர்,0.6
2270,ரக்பியில் வீரர்கள் ஈடுபடுகின்றனர்,வீரர்கள் பந்தை பிடிக்க பாய்கின்றனர்.,0.6
2271,பந்தைப் பிடிப்பதற்காக அணியினர் போராடுகின்றனர்,வீரர்கள் பந்தை பிடிக்க பாய்கின்றனர்.,0.73334
2272,ரக்பி வீரர்கள் மிகவும் ஆக்ரோஷமாக விளையாட்டில் ஈடுபடுகின்றனர்.,ரக்பியில் வீரர்கள் ஈடுபடுகின்றனர்,0.6
2273,ரக்பி வீரர்கள் மிகவும் ஆக்ரோஷமாக விளையாட்டில் ஈடுபடுகின்றனர்.,பந்துக்காக அணியினர் போராடுகின்றனர்,0.46666
2274,ரக்பி வீரர்கள் மிகவும் ஆக்ரோஷமாக விளையாட்டில் ஈடுபடுகின்றனர்.,வீரர் பந்தை எல்லைக்கோட்டிட்குள் கொண்டு செல்ல முட்படுகின்றார்.,0.46666
2275,ரக்பியில் வீரர்கள் ஈடுபடுகின்றனர்,பந்துக்காக அணியினர் போராடுகின்றனர்,0.4
2276,ரக்பியில் வீரர்கள் ஈடுபடுகின்றனர்,வீரர் பந்தை எல்லைக்கோட்டிட்குள் கொண்டு செல்ல முட்படுகின்றார்.,0.46666
2277,பந்துக்காக அணியினர் போராடுகின்றனர்,வீரர் பந்தை எல்லைக்கோட்டிட்குள் கொண்டு செல்ல முட்படுகின்றார்.,0.46666
2278,மோட்டார்வண்டி ஓட்டப்பந்தயவீரரொருவர் வேகமாக வீதியில் செல்கிறார்.,மோட்டார் சைக்கிள் பந்தயத்தில் வீரர் ஈடுபடுகிறார்,0.66666
2279,மோட்டார்வண்டி ஓட்டப்பந்தயவீரரொருவர் வேகமாக வீதியில் செல்கிறார்.,உந்துருளிப் பந்தயத்தில ஒரு வீர்ர் ஈடுபடுகின்றார்,0.53334
2280,மோட்டார்வண்டி ஓட்டப்பந்தயவீரரொருவர் வேகமாக வீதியில் செல்கிறார்.,ஈரமான பாதையில் வீரர் மோட்டார் சைக்கிளை வேகமாக செலுத்துகிறார்.,0.33334
2281,மோட்டார் சைக்கிள் பந்தயத்தில் வீரர் ஈடுபடுகிறார்,உந்துருளிப் பந்தயத்தில ஒரு வீர்ர் ஈடுபடுகின்றார்,1
2282,மோட்டார் சைக்கிள் பந்தயத்தில் வீரர் ஈடுபடுகிறார்,ஈரமான பாதையில் வீரர் மோட்டார் சைக்கிளை வேகமாக செலுத்துகிறார்.,0.66666
2283,உந்துருளிப் பந்தயத்தில ஒரு வீர்ர் ஈடுபடுகின்றார்,ஈரமான பாதையில் வீரர் மோட்டார் சைக்கிளை வேகமாக செலுத்துகிறார்.,0.6
2284,கால்ப்பந்தினை வீரரொருவர் உதைக்கின்றார்.,கால்ப்பந்தாட்டத்தில் வீரர்கள் ஈடுபடுகின்றனர்,0.66666
2285,கால்ப்பந்தினை வீரரொருவர் உதைக்கின்றார்.,பந்தை வலையினுள் அடிக்க முயற்சி செய்கிறார்,0.4
2286,கால்ப்பந்தினை வீரரொருவர் உதைக்கின்றார்.,காட்பந்து வீரர் பந்தை கூடையை நோக்கி செலுத்துகின்றார்.,0.4
2287,கால்ப்பந்தாட்டத்தில் வீரர்கள் ஈடுபடுகின்றனர்,பந்தை வலையினுள் அடிக்க முயற்சி செய்கிறார்,0.46666
2288,கால்ப்பந்தாட்டத்தில் வீரர்கள் ஈடுபடுகின்றனர்,காட்பந்து வீரர் பந்தை கூடையை நோக்கி செலுத்துகின்றார்.,0.66666
2289,பந்தை வலையினுள் அடிக்க முயற்சி செய்கிறார்,காட்பந்து வீரர் பந்தை கூடையை நோக்கி செலுத்துகின்றார்.,0.2
2290,கோல்ப் வீராங்கனைகள் கோல்ப் பந்தை அடிக்க முயற்சிக்கின்றனர்.,பெண்கள் ஹொக்கி விளையாடுகிறார்கள்,0
2291,கோல்ப் வீராங்கனைகள் கோல்ப் பந்தை அடிக்க முயற்சிக்கின்றனர்.,பெண்கள் பந்தை அடிக்க முயற்சி செய்கின்றனர்,0.53334
2292,கோல்ப் வீராங்கனைகள் கோல்ப் பந்தை அடிக்க முயற்சிக்கின்றனர்.,பெண்கள் அனைவரும் மும்முரமாக விளையாட்டில் ஈடுபட்டுள்ளனர்.,0.4
2293,பெண்கள் ஹொக்கி விளையாடுகிறார்கள்,பெண்கள் பந்தை அடிக்க முயற்சி செய்கின்றனர்,0.6
2294,பெண்கள் ஹொக்கி விளையாடுகிறார்கள்,பெண்கள் அனைவரும் மும்முரமாக விளையாட்டில் ஈடுபட்டுள்ளனர்.,0.6
2295,பெண்கள் பந்தை அடிக்க முயற்சி செய்கின்றனர்,பெண்கள் அனைவரும் மும்முரமாக விளையாட்டில் ஈடுபட்டுள்ளனர்.,0.33334
2296,பறவை ஒன்று தாழ்வாகப் பறந்து செல்கின்றது.,மதிய நேரத்தில் பறவை பறக்கின்றது,0.33334
2297,பறவை ஒன்று தாழ்வாகப் பறந்து செல்கின்றது.,பறக்கும் பறவையின் நிழல் தெரிகிறது,0.46666
2298,பறவை ஒன்று தாழ்வாகப் பறந்து செல்கின்றது.,பறவை தாழ்வாக பறக்கின்றது.,1
2299,மதிய நேரத்தில் பறவை பறக்கின்றது,பறக்கும் பறவையின் நிழல் தெரிகிறது,0.4
2300,மதிய நேரத்தில் பறவை பறக்கின்றது,பறவை தாழ்வாக பறக்கின்றது.,0.33334
2301,பறக்கும் பறவையின் நிழல் தெரிகிறது,பறவை தாழ்வாக பறக்கின்றது.,0.6
2302,சூரியன் மறையும் வேளை பறவை பறக்கின்றது.,மாலை நேரத்தில் பறவை பறக்கின்றது,0.86666
2303,சூரியன் மறையும் வேளை பறவை பறக்கின்றது.,அந்தி நேரத்தில் பறவையொன்று இருப்பிடம் நாடிச் செல்கின்றது.,0.53334
2304,சூரியன் மறையும் வேளை பறவை பறக்கின்றது.,பறவை சிறகு விரித்துப் பறக்கிறது.,0.46666
2305,சூரியன் மறையும் வேளை பறவை பறக்கின்றது.,ஒரு பறவை வானில் பறக்கின்றது,0.46666
2306,மாலை நேரத்தில் பறவை பறக்கின்றது,அந்தி நேரத்தில் பறவையொன்று இருப்பிடம் நாடிச் செல்கின்றது.,0.73334
2307,மாலை நேரத்தில் பறவை பறக்கின்றது,பறவை சிறகு விரித்துப் பறக்கிறது.,0.46666
2308,மாலை நேரத்தில் பறவை பறக்கின்றது,ஒரு பறவை வானில் பறக்கின்றது,0.4
2309,அந்தி நேரத்தில் பறவையொன்று இருப்பிடம் நாடிச் செல்கின்றது.,பறவை சிறகு விரித்துப் பறக்கிறது.,0.26666
2310,அந்தி நேரத்தில் பறவையொன்று இருப்பிடம் நாடிச் செல்கின்றது.,ஒரு பறவை வானில் பறக்கின்றது,0.33334
2311,பறவை சிறகு விரித்துப் பறக்கிறது.,ஒரு பறவை வானில் பறக்கின்றது,0.33334
2312,மழையில் குடையுடன் பெண்ணொருவர் புகையிரதத்திற்காக காத்திருக்கின்றார்.,மழையில் பெண்ணொருத்தி புகையிரதத்திற்காக காத்திருக்கிறாள்,0.66666
2313,மழையில் குடையுடன் பெண்ணொருவர் புகையிரதத்திற்காக காத்திருக்கின்றார்.,மழைப்பொழுதொன்றில் கையில் குடையுடன் சிறுமியொருத்தி புகைவண்டிக்காக காத்திருக்கிறாள்.,0.8
2314,மழையில் குடையுடன் பெண்ணொருவர் புகையிரதத்திற்காக காத்திருக்கின்றார்.,மழை பெய்யும் நேரத்தில் பெண்ணொருவர் இரயில் நிலையத்தில் குடை பிடித்து இருக்கிறார்.,0.8
2315,மழையில் குடையுடன் பெண்ணொருவர் புகையிரதத்திற்காக காத்திருக்கின்றார்.,ஒரு பெண் மழையில் குடை பிடித்தபடி ரயிலுக்காக காத்துக்கொண்டுள்ளார்,1
2316,மழையில் பெண்ணொருத்தி புகையிரதத்திற்காக காத்திருக்கிறாள்,மழைப்பொழுதொன்றில் கையில் குடையுடன் சிறுமியொருத்தி புகைவண்டிக்காக காத்திருக்கிறாள்.,0.73334
2317,மழையில் பெண்ணொருத்தி புகையிரதத்திற்காக காத்திருக்கிறாள்,மழை பெய்யும் நேரத்தில் பெண்ணொருவர் இரயில் நிலையத்தில் குடை பிடித்து இருக்கிறார்.,0.8
2318,மழையில் பெண்ணொருத்தி புகையிரதத்திற்காக காத்திருக்கிறாள்,ஒரு பெண் மழையில் குடை பிடித்தபடி ரயிலுக்காக காத்துக்கொண்டுள்ளார்,0.8
2319,மழைப்பொழுதொன்றில் கையில் குடையுடன் சிறுமியொருத்தி புகைவண்டிக்காக காத்திருக்கிறாள்.,மழை பெய்யும் நேரத்தில் பெண்ணொருவர் இரயில் நிலையத்தில் குடை பிடித்து இருக்கிறார்.,0.73334
2320,மழைப்பொழுதொன்றில் கையில் குடையுடன் சிறுமியொருத்தி புகைவண்டிக்காக காத்திருக்கிறாள்.,ஒரு பெண் மழையில் குடை பிடித்தபடி ரயிலுக்காக காத்துக்கொண்டுள்ளார்,1
2321,மழை பெய்யும் நேரத்தில் பெண்ணொருவர் இரயில் நிலையத்தில் குடை பிடித்து இருக்கிறார்.,ஒரு பெண் மழையில் குடை பிடித்தபடி ரயிலுக்காக காத்துக்கொண்டுள்ளார்,1
2322,பெண்ணொருவர் தோழியின் காதில் இரகசியம் கூறுகின்றார்.,ஒரு பெண் தன் தோழியிடம் இரகசியம் கூறுகிறாள்,1
2323,பெண்ணொருவர் தோழியின் காதில் இரகசியம் கூறுகின்றார்.,ஒரு சிறுமி தனது நண்பிக்கு இரகசியம் கூறுகின்றாள்.,0.86666
2324,பெண்ணொருவர் தோழியின் காதில் இரகசியம் கூறுகின்றார்.,தோழி கூறும் இரகசியத்தால் பெண் திகைக்கிறாள்.,0.2
2325,பெண்ணொருவர் தோழியின் காதில் இரகசியம் கூறுகின்றார்.,ஒரு பெண் இன்னோரு பெண் இற்கு காதில் ரகசியம் கூறுகிறார்,0.8
2326,ஒரு பெண் தன் தோழியிடம் இரகசியம் கூறுகிறாள்,ஒரு சிறுமி தனது நண்பிக்கு இரகசியம் கூறுகின்றாள்.,0.86666
2327,ஒரு பெண் தன் தோழியிடம் இரகசியம் கூறுகிறாள்,தோழி கூறும் இரகசியத்தால் பெண் திகைக்கிறாள்.,0.53334
2328,ஒரு பெண் தன் தோழியிடம் இரகசியம் கூறுகிறாள்,ஒரு பெண் இன்னோரு பெண் இற்கு காதில் ரகசியம் கூறுகிறார்,0.8
2329,ஒரு சிறுமி தனது நண்பிக்கு இரகசியம் கூறுகின்றாள்.,தோழி கூறும் இரகசியத்தால் பெண் திகைக்கிறாள்.,0.6
2330,ஒரு சிறுமி தனது நண்பிக்கு இரகசியம் கூறுகின்றாள்.,ஒரு பெண் இன்னோரு பெண் இற்கு காதில் ரகசியம் கூறுகிறார்,1
2331,ஒரு பெண் இன்னோரு பெண் இற்கு காதில் ரகசியம் கூறுகிறார்,ஒரு பெண் இன்னோரு பெண் இற்கு காதில் ரகசியம் கூறுகிறார்,1
2332,ஐந்து சிறுவர்கள் புத்தகம் வாசிக்கின்றார்கள்.,பிள்ளைகள் மகிழ்வுடன் புத்தகங்களை வாசிக்கின்றனர்,0.8
2333,ஐந்து சிறுவர்கள் புத்தகம் வாசிக்கின்றார்கள்.,சிறுவர்கள் ஒன்று கூடி மகிழ்ச்சியாக கற்கின்றனர்.,0.8
2334,ஐந்து சிறுவர்கள் புத்தகம் வாசிக்கின்றார்கள்.,சிறுபாலார் தமது பாட புத்தகங்களை படிக்கின்றனர்.,0.8
2335,ஐந்து சிறுவர்கள் புத்தகம் வாசிக்கின்றார்கள்.,சிறுவர்கள் புற்தரையில் படுத்தவண்ணம் புத்தகம் படிக்கின்றனர்,0.6
2336,பிள்ளைகள் மகிழ்வுடன் புத்தகங்களை வாசிக்கின்றனர்,சிறுவர்கள் ஒன்று கூடி மகிழ்ச்சியாக கற்கின்றனர்.,0.8
2337,பிள்ளைகள் மகிழ்வுடன் புத்தகங்களை வாசிக்கின்றனர்,சிறுபாலார் தமது பாட புத்தகங்களை படிக்கின்றனர்.,0.66666
2338,பிள்ளைகள் மகிழ்வுடன் புத்தகங்களை வாசிக்கின்றனர்,சிறுவர்கள் புற்தரையில் படுத்தவண்ணம் புத்தகம் படிக்கின்றனர்,0.6
2339,சிறுவர்கள் ஒன்று கூடி மகிழ்ச்சியாக கற்கின்றனர்.,சிறுபாலார் தமது பாட புத்தகங்களை படிக்கின்றனர்.,0.53334
2340,சிறுவர்கள் ஒன்று கூடி மகிழ்ச்சியாக கற்கின்றனர்.,சிறுவர்கள் புற்தரையில் படுத்தவண்ணம் புத்தகம் படிக்கின்றனர்,0.46666
2341,சிறுபாலார் தமது பாட புத்தகங்களை படிக்கின்றனர்.,சிறுவர்கள் புற்தரையில் படுத்தவண்ணம் புத்தகம் படிக்கின்றனர்,0.46666
2342,நான்கு ஓட்டப்பந்தய வண்டிகள் ஓட்டப்பந்தய வீதியில் செல்கின்றன.,கார்ப்பந்தயத்தில் வீரர்கள் ஈடுபடுகின்றனர்,0.6
2343,நான்கு ஓட்டப்பந்தய வண்டிகள் ஓட்டப்பந்தய வீதியில் செல்கின்றன.,நான்கு அதிவேக மகிழூந்துகள் ஒன்றின் பின் ஒன்றாக செல்கின்றன.,0.6
2344,நான்கு ஓட்டப்பந்தய வண்டிகள் ஓட்டப்பந்தய வீதியில் செல்கின்றன.,போர்முலா கார்கள் ஓடுபாதையில் வளைவில் திரும்புகின்றன.,0.53334
2345,நான்கு ஓட்டப்பந்தய வண்டிகள் ஓட்டப்பந்தய வீதியில் செல்கின்றன.,மனிதர்கள் கார் ஓடடபந்தயத்துக்காக கார்களை ஓட்டிய வண்ணம் செல்கின்றனர்,0.46666
2346,கார்ப்பந்தயத்தில் வீரர்கள் ஈடுபடுகின்றனர்,நான்கு அதிவேக மகிழூந்துகள் ஒன்றின் பின் ஒன்றாக செல்கின்றன.,0.4
2347,கார்ப்பந்தயத்தில் வீரர்கள் ஈடுபடுகின்றனர்,போர்முலா கார்கள் ஓடுபாதையில் வளைவில் திரும்புகின்றன.,0.4
2348,கார்ப்பந்தயத்தில் வீரர்கள் ஈடுபடுகின்றனர்,மனிதர்கள் கார் ஓடடபந்தயத்துக்காக கார்களை ஓட்டிய வண்ணம் செல்கின்றனர்,1
2349,நான்கு அதிவேக மகிழூந்துகள் ஒன்றின் பின் ஒன்றாக செல்கின்றன.,போர்முலா கார்கள் ஓடுபாதையில் வளைவில் திரும்புகின்றன.,0.53334
2350,நான்கு அதிவேக மகிழூந்துகள் ஒன்றின் பின் ஒன்றாக செல்கின்றன.,மனிதர்கள் கார் ஓடடபந்தயத்துக்காக கார்களை ஓட்டிய வண்ணம் செல்கின்றனர்,0.4
2351,போர்முலா கார்கள் ஓடுபாதையில் வளைவில் திரும்புகின்றன.,மனிதர்கள் கார் ஓடடபந்தயத்துக்காக கார்களை ஓட்டிய வண்ணம் செல்கின்றனர்,0.4
2352,ஒருவர் மலைப்பாதையில் மிதிவண்டியில் செல்கின்றார்.,சைக்கிளில் வீரர் பயணிக்கின்றார்,0.46666
2353,ஒருவர் மலைப்பாதையில் மிதிவண்டியில் செல்கின்றார்.,சாகச வீரரொருவர் துவிச்சக்கர வண்டியுடன் மேடு பள்ளங்களில் பாய்ந்து செல்கின்றார்.,0.93334
2354,ஒருவர் மலைப்பாதையில் மிதிவண்டியில் செல்கின்றார்.,விளையாட்டு வீரர் சைக்கிளில் பள்ளத்தை தாண்டுகிறார்.,0.4
2355,ஒருவர் மலைப்பாதையில் மிதிவண்டியில் செல்கின்றார்.,சைக்கிளில் ஒருவர் பாய்ந்து செல்கின்றார்,0.4
2356,சைக்கிளில் வீரர் பயணிக்கின்றார்,சாகச வீரரொருவர் துவிச்சக்கர வண்டியுடன் மேடு பள்ளங்களில் பாய்ந்து செல்கின்றார்.,0.6
2357,சைக்கிளில் வீரர் பயணிக்கின்றார்,விளையாட்டு வீரர் சைக்கிளில் பள்ளத்தை தாண்டுகிறார்.,0.6
2358,சைக்கிளில் வீரர் பயணிக்கின்றார்,சைக்கிளில் ஒருவர் பாய்ந்து செல்கின்றார்,0.6
2359,சாகச வீரரொருவர் துவிச்சக்கர வண்டியுடன் மேடு பள்ளங்களில் பாய்ந்து செல்கின்றார்.,விளையாட்டு வீரர் சைக்கிளில் பள்ளத்தை தாண்டுகிறார்.,0.33334
2360,சாகச வீரரொருவர் துவிச்சக்கர வண்டியுடன் மேடு பள்ளங்களில் பாய்ந்து செல்கின்றார்.,சைக்கிளில் ஒருவர் பாய்ந்து செல்கின்றார்,0.33334
2361,விளையாட்டு வீரர் சைக்கிளில் பள்ளத்தை தாண்டுகிறார்.,சைக்கிளில் ஒருவர் பாய்ந்து செல்கின்றார்,0.73334
2362,ஓட்டப்பந்தயக்கார் வேகமாக புழூதியைக் கிளப்பியபடி வருகின்றது.,கார்ப்பந்தயத்தில் வீரர் ஈடுபடுகிறார்,0.4
2363,ஓட்டப்பந்தயக்கார் வேகமாக புழூதியைக் கிளப்பியபடி வருகின்றது.,மணல் பாதையில் விரைந்து செல்லும் மகிழூந்தை பார்வையாளர்கள் பார்த்து மகிழ்கின்றர்.,0.4
2364,ஓட்டப்பந்தயக்கார் வேகமாக புழூதியைக் கிளப்பியபடி வருகின்றது.,கார் புழுதி கிளம்ப பாதையில் ஓடுகின்றது.,0.8
2365,ஓட்டப்பந்தயக்கார் வேகமாக புழூதியைக் கிளப்பியபடி வருகின்றது.,கார் ஓட்டப்பந்தயத்தில் ஒரு கார் வேகமாக செல்கிறது,0.8
2366,கார்ப்பந்தயத்தில் வீரர் ஈடுபடுகிறார்,மணல் பாதையில் விரைந்து செல்லும் மகிழூந்தை பார்வையாளர்கள் பார்த்து மகிழ்கின்றர்.,0.53334
2367,கார்ப்பந்தயத்தில் வீரர் ஈடுபடுகிறார்,கார் புழுதி கிளம்ப பாதையில் ஓடுகின்றது.,0.53334
2368,கார்ப்பந்தயத்தில் வீரர் ஈடுபடுகிறார்,கார் ஓட்டப்பந்தயத்தில் ஒரு கார் வேகமாக செல்கிறது,0.4
2369,மணல் பாதையில் விரைந்து செல்லும் மகிழூந்தை பார்வையாளர்கள் பார்த்து மகிழ்கின்றர்.,கார் புழுதி கிளம்ப பாதையில் ஓடுகின்றது.,0.4
2370,மணல் பாதையில் விரைந்து செல்லும் மகிழூந்தை பார்வையாளர்கள் பார்த்து மகிழ்கின்றர்.,கார் ஓட்டப்பந்தயத்தில் ஒரு கார் வேகமாக செல்கிறது,0.4
2371,கார் புழுதி கிளம்ப பாதையில் ஓடுகின்றது.,கார் ஓட்டப்பந்தயத்தில் ஒரு கார் வேகமாக செல்கிறது,0.66666
2372,ஒருவர் மிதிவண்டியுடன் சாகசத்தில் ஈடுபடுகின்றார்.,சைக்கிளில் வீரர் சாகசம் செய்கிறார்,1
2373,ஒருவர் மிதிவண்டியுடன் சாகசத்தில் ஈடுபடுகின்றார்.,சாகச வீரரொருவர் தனது மிதிவண்டியுடன் தலைகீழாக வளியில் மிதக்கின்றார்.,0.6
2374,ஒருவர் மிதிவண்டியுடன் சாகசத்தில் ஈடுபடுகின்றார்.,சைக்கிளோட்டி நாடு வானில் சைக்கிளுடன் கரணம் அடிக்கிறார்.,0.6
