ID,sentence1,sentence2,manual_similarity
368,මිනිසෙකු කන්දක් තරණය කරයි ,පුද්ගලයෙකු කඹයක ආධාරයෙන් කන්දක් නගියි,0.8
369,මිනිසෙකු කන්දක් තරණය කරයි ,කදු තරණයේ නියැලෙන උඩුකය නිරුවත් පුද්ගලයෙක් ලණුවක් අධාරයෙන් ඉහලට නගියි ,0.67
370,පුද්ගලයෙකු කඹයක ආධාරයෙන් කන්දක් නගියි,කදු තරණයේ නියැලෙන උඩුකය නිරුවත් පුද්ගලයෙක් ලණුවක් අධාරයෙන් ඉහලට නගියි ,0.87
371,යතුරු පැදි දවන තරනගයක යෙදෙන ක්‍රීඩකයෙක්,මෝටර් සයිකල් තරඟයක,0.47
372,යතුරු පැදි දවන තරනගයක යෙදෙන ක්‍රීඩකයෙක්,මිනිසෙකු මෝටර් බයිසිකලයක් පදවයි ,0.73
373,යතුරු පැදි දවන තරනගයක යෙදෙන ක්‍රීඩකයෙක්,යතුරු පැදියක් තරඟයක ධාවනවා කරවයි,0.67
374,යතුරු පැදි දවන තරනගයක යෙදෙන ක්‍රීඩකයෙක්,දම් පැහති මාර්ගයක සුදු පැහයට හුරු යතුරු පැදියක් දකුණු පසට ඇති වංගුවකින් හැරෙයි ,0.4
375,මෝටර් සයිකල් තරඟයක,මිනිසෙකු මෝටර් බයිසිකලයක් පදවයි ,0.67
376,මෝටර් සයිකල් තරඟයක,යතුරු පැදියක් තරඟයක ධාවනවා කරවයි,0.87
377,මෝටර් සයිකල් තරඟයක,දම් පැහති මාර්ගයක සුදු පැහයට හුරු යතුරු පැදියක් දකුණු පසට ඇති වංගුවකින් හැරෙයි ,0.4
378,මිනිසෙකු මෝටර් බයිසිකලයක් පදවයි ,යතුරු පැදියක් තරඟයක ධාවනවා කරවයි,0.73
379,මිනිසෙකු මෝටර් බයිසිකලයක් පදවයි ,දම් පැහති මාර්ගයක සුදු පැහයට හුරු යතුරු පැදියක් දකුණු පසට ඇති වංගුවකින් හැරෙයි ,0.53
380,යතුරු පැදියක් තරඟයක ධාවනවා කරවයි,දම් පැහති මාර්ගයක සුදු පැහයට හුරු යතුරු පැදියක් දකුණු පසට ඇති වංගුවකින් හැරෙයි ,0.47
381,අශ්වයන් දෙදෙනෙක් අසල මිනිසෙක් බිම ඇද වැටෙයි, තරඟකරුවෙක් වේගයෙන් තම සුදු පැහැති මෝටර් සයිකලය පදියි,0
382,අශ්වයන් දෙදෙනෙක් අසල මිනිසෙක් බිම ඇද වැටෙයි,මිනිසෙකු අශ්වයෙකු මතින් බිමට වැටේ ,0.6
383,අශ්වයන් දෙදෙනෙක් අසල මිනිසෙක් බිම ඇද වැටෙයි,පුද්ගලයෙක් අසු පිටින් බිමට වැටෙයි,0.67
384,අශ්වයන් දෙදෙනෙක් අසල මිනිසෙක් බිම ඇද වැටෙයි,අශ්වයෙකු මතින් වැටුනු මිනිසෙකුට තවත් අශ්වයෙක් පා පහරක් එල්ල කරයි ,0.67
385, තරඟකරුවෙක් වේගයෙන් තම සුදු පැහැති මෝටර් සයිකලය පදියි,මිනිසෙකු අශ්වයෙකු මතින් බිමට වැටේ ,0
386, තරඟකරුවෙක් වේගයෙන් තම සුදු පැහැති මෝටර් සයිකලය පදියි,පුද්ගලයෙක් අසු පිටින් බිමට වැටෙයි,0
387, තරඟකරුවෙක් වේගයෙන් තම සුදු පැහැති මෝටර් සයිකලය පදියි,අශ්වයෙකු මතින් වැටුනු මිනිසෙකුට තවත් අශ්වයෙක් පා පහරක් එල්ල කරයි ,0
388,මිනිසෙකු අශ්වයෙකු මතින් බිමට වැටේ ,පුද්ගලයෙක් අසු පිටින් බිමට වැටෙයි,1
389,මිනිසෙකු අශ්වයෙකු මතින් බිමට වැටේ ,අශ්වයෙකු මතින් වැටුනු මිනිසෙකුට තවත් අශ්වයෙක් පා පහරක් එල්ල කරයි ,0.73
390,පුද්ගලයෙක් අසු පිටින් බිමට වැටෙයි,අශ්වයෙකු මතින් වැටුනු මිනිසෙකුට තවත් අශ්වයෙක් පා පහරක් එල්ල කරයි ,0.73
391,ටෙනිස් ක්‍රීඩිකාවක් පිත්ත ඔසවා ගෙන උඩ බලාගෙන සිටියි,තුරඟ තරඟයකදී ක්‍රීඩකයෙක් අශ්වයාගේ පිටින් වැටෙන අතර අශ්වයින් දෙදෙනෙකුට මැදි වෙයි,0
392,ටෙනිස් ක්‍රීඩිකාවක් පිත්ත ඔසවා ගෙන උඩ බලාගෙන සිටියි,ක්‍රීඩිකාවක් ටෙනිස් ක්‍රීඩාවේ යෙදී සිටී ,0.67
393,ටෙනිස් ක්‍රීඩිකාවක් පිත්ත ඔසවා ගෙන උඩ බලාගෙන සිටියි,ක්‍රීඩිකාවක් තම පිත්ත ඉහලට ඔසවාගෙන සිටියි,0.87
394,ටෙනිස් ක්‍රීඩිකාවක් පිත්ත ඔසවා ගෙන උඩ බලාගෙන සිටියි,හිසට ඉහලින් ඇදී එන පන්දුවට දකුම්කළු ටෙනිස් ක්‍රීඩිකාවක් පහරක් එල්ල කරයි ,0.6
395,තුරඟ තරඟයකදී ක්‍රීඩකයෙක් අශ්වයාගේ පිටින් වැටෙන අතර අශ්වයින් දෙදෙනෙකුට මැදි වෙයි,ක්‍රීඩිකාවක් ටෙනිස් ක්‍රීඩාවේ යෙදී සිටී ,0
396,තුරඟ තරඟයකදී ක්‍රීඩකයෙක් අශ්වයාගේ පිටින් වැටෙන අතර අශ්වයින් දෙදෙනෙකුට මැදි වෙයි,ක්‍රීඩිකාවක් තම පිත්ත ඉහලට ඔසවාගෙන සිටියි,0
397,තුරඟ තරඟයකදී ක්‍රීඩකයෙක් අශ්වයාගේ පිටින් වැටෙන අතර අශ්වයින් දෙදෙනෙකුට මැදි වෙයි,හිසට ඉහලින් ඇදී එන පන්දුවට දකුම්කළු ටෙනිස් ක්‍රීඩිකාවක් පහරක් එල්ල කරයි ,0
398,ක්‍රීඩිකාවක් ටෙනිස් ක්‍රීඩාවේ යෙදී සිටී ,ක්‍රීඩිකාවක් තම පිත්ත ඉහලට ඔසවාගෙන සිටියි,0.67
399,ක්‍රීඩිකාවක් ටෙනිස් ක්‍රීඩාවේ යෙදී සිටී ,හිසට ඉහලින් ඇදී එන පන්දුවට දකුම්කළු ටෙනිස් ක්‍රීඩිකාවක් පහරක් එල්ල කරයි ,0.6
400,ක්‍රීඩිකාවක් තම පිත්ත ඉහලට ඔසවාගෙන සිටියි,හිසට ඉහලින් ඇදී එන පන්දුවට දකුම්කළු ටෙනිස් ක්‍රීඩිකාවක් පහරක් එල්ල කරයි ,0.53
401,ටෙනිස් ක්‍රීඩිකාවක් පන්දුවට පහර දීමට සැරසෙයි,රෝස පැහැති ඇඳුමක් ඇඳ සිටින ටෙනිස් ක්‍රීඩිකාව පිත්තෙන් පන්දුවට පහර දෙයි,0.73
402,ටෙනිස් ක්‍රීඩිකාවක් පන්දුවට පහර දීමට සැරසෙයි,ක්‍රීඩිකාවක් ටෙනිස් ක්‍රීඩාවේ යෙදී සිටී ,0.8
403,ටෙනිස් ක්‍රීඩිකාවක් පන්දුවට පහර දීමට සැරසෙයි,ක්‍රීඩිකාව පන්දුවට පහරදීමට සැරසෙයි,0.93
404,ටෙනිස් ක්‍රීඩිකාවක් පන්දුවට පහර දීමට සැරසෙයි,රතු පැහැ ඇදුමින් සැරසුනු බැට්මින්ටන් ක්‍රීඩිකාව දෑතින්ම පන්දුවට පහර දෙයි ,0.4
405,රෝස පැහැති ඇඳුමක් ඇඳ සිටින ටෙනිස් ක්‍රීඩිකාව පිත්තෙන් පන්දුවට පහර දෙයි,ක්‍රීඩිකාවක් ටෙනිස් ක්‍රීඩාවේ යෙදී සිටී ,0.8
406,රෝස පැහැති ඇඳුමක් ඇඳ සිටින ටෙනිස් ක්‍රීඩිකාව පිත්තෙන් පන්දුවට පහර දෙයි,ක්‍රීඩිකාව පන්දුවට පහරදීමට සැරසෙයි,0.67
407,රෝස පැහැති ඇඳුමක් ඇඳ සිටින ටෙනිස් ක්‍රීඩිකාව පිත්තෙන් පන්දුවට පහර දෙයි,රතු පැහැ ඇදුමින් සැරසුනු බැට්මින්ටන් ක්‍රීඩිකාව දෑතින්ම පන්දුවට පහර දෙයි ,0.47
408,ක්‍රීඩිකාවක් ටෙනිස් ක්‍රීඩාවේ යෙදී සිටී ,ක්‍රීඩිකාව පන්දුවට පහරදීමට සැරසෙයි,0.6
409,ක්‍රීඩිකාවක් ටෙනිස් ක්‍රීඩාවේ යෙදී සිටී ,රතු පැහැ ඇදුමින් සැරසුනු බැට්මින්ටන් ක්‍රීඩිකාව දෑතින්ම පන්දුවට පහර දෙයි ,0.47
410,ක්‍රීඩිකාව පන්දුවට පහරදීමට සැරසෙයි,රතු පැහැ ඇදුමින් සැරසුනු බැට්මින්ටන් ක්‍රීඩිකාව දෑතින්ම පන්දුවට පහර දෙයි ,0.73
411,අහසේ සිටින පාපැදි දාවන ක්‍රීඩකයෙක්,රතු පැහැති ඇඳුමක් ඇඳ සිටින ටෙනිස් ක්‍රීඩිකාව පිත්තෙන් පන්දුවට පහර දෙයි,0
412,අහසේ සිටින පාපැදි දාවන ක්‍රීඩකයෙක්,මෝටර් න්බයිසිකලයකින් මිනිසෙක් කන්දක් පහලට පනියි ,0.47
413,අහසේ සිටින පාපැදි දාවන ක්‍රීඩකයෙක්,ක්‍රීඩකයෙකු  කඳුකර පෙදෙසක පාපැදියක් ධාවනය කරයි,0.53
414,අහසේ සිටින පාපැදි දාවන ක්‍රීඩකයෙක්,කදුකර මාර්ගයක පාපැදියක් ගම්න් කරයි ,0.4
415,රතු පැහැති ඇඳුමක් ඇඳ සිටින ටෙනිස් ක්‍රීඩිකාව පිත්තෙන් පන්දුවට පහර දෙයි,මෝටර් න්බයිසිකලයකින් මිනිසෙක් කන්දක් පහලට පනියි ,0.13
416,රතු පැහැති ඇඳුමක් ඇඳ සිටින ටෙනිස් ක්‍රීඩිකාව පිත්තෙන් පන්දුවට පහර දෙයි,ක්‍රීඩකයෙකු  කඳුකර පෙදෙසක පාපැදියක් ධාවනය කරයි,0
417,රතු පැහැති ඇඳුමක් ඇඳ සිටින ටෙනිස් ක්‍රීඩිකාව පිත්තෙන් පන්දුවට පහර දෙයි,කදුකර මාර්ගයක පාපැදියක් ගම්න් කරයි ,0
418,මෝටර් න්බයිසිකලයකින් මිනිසෙක් කන්දක් පහලට පනියි ,ක්‍රීඩකයෙකු  කඳුකර පෙදෙසක පාපැදියක් ධාවනය කරයි,0.4
419,මෝටර් න්බයිසිකලයකින් මිනිසෙක් කන්දක් පහලට පනියි ,කදුකර මාර්ගයක පාපැදියක් ගම්න් කරයි ,0.4
420,ක්‍රීඩකයෙකු  කඳුකර පෙදෙසක පාපැදියක් ධාවනය කරයි,කදුකර මාර්ගයක පාපැදියක් ගම්න් කරයි ,0.87
421,බිම ඇද වැටෙන මිනිසෙක් අසල සිටින අශ්වයෙක්,මවුන්ටන් බයිසිකල් තරඟයක රතු පැහැති ඇඳුමක් ඇඳ සිටින ක්‍රීඩකයා කඳු සහිත ප්‍රදේශයක තම බයිසිකලය පදියි,0
422,බිම ඇද වැටෙන මිනිසෙක් අසල සිටින අශ්වයෙක්,අශ්වයෙකු විසින් මිනිසෙකු පෑගීමට ලක්වේ ,0.73
423,බිම ඇද වැටෙන මිනිසෙක් අසල සිටින අශ්වයෙක්,අශ්වයෙකු තම අස්ගොව්වා බිමට දමයි,0.67
424,බිම ඇද වැටෙන මිනිසෙක් අසල සිටින අශ්වයෙක්,බිම වැටී සිටින මිනිසෙකුට අශ්වයෙක් පහරක් එල්ල කරයි ,0.73
425,මවුන්ටන් බයිසිකල් තරඟයක රතු පැහැති ඇඳුමක් ඇඳ සිටින ක්‍රීඩකයා කඳු සහිත ප්‍රදේශයක තම බයිසිකලය පදියි,අශ්වයෙකු විසින් මිනිසෙකු පෑගීමට ලක්වේ ,0
426,මවුන්ටන් බයිසිකල් තරඟයක රතු පැහැති ඇඳුමක් ඇඳ සිටින ක්‍රීඩකයා කඳු සහිත ප්‍රදේශයක තම බයිසිකලය පදියි,අශ්වයෙකු තම අස්ගොව්වා බිමට දමයි,0
427,මවුන්ටන් බයිසිකල් තරඟයක රතු පැහැති ඇඳුමක් ඇඳ සිටින ක්‍රීඩකයා කඳු සහිත ප්‍රදේශයක තම බයිසිකලය පදියි,බිම වැටී සිටින මිනිසෙකුට අශ්වයෙක් පහරක් එල්ල කරයි ,0
428,අශ්වයෙකු විසින් මිනිසෙකු පෑගීමට ලක්වේ ,අශ්වයෙකු තම අස්ගොව්වා බිමට දමයි,0.67
429,අශ්වයෙකු විසින් මිනිසෙකු පෑගීමට ලක්වේ ,බිම වැටී සිටින මිනිසෙකුට අශ්වයෙක් පහරක් එල්ල කරයි ,0.73
430,අශ්වයෙකු තම අස්ගොව්වා බිමට දමයි,බිම වැටී සිටින මිනිසෙකුට අශ්වයෙක් පහරක් එල්ල කරයි ,0.8
431,දිය ඇල්ලක් අසල පාපැදියකින් කරණමක් ගසන මිනිසෙක්,තුරඟ තරඟයක,0
432,දිය ඇල්ලක් අසල පාපැදියකින් කරණමක් ගසන මිනිසෙක්,මිනිසෙකු බයිසිකලයකින් කරනම් ගසයි ,0.8
433,දිය ඇල්ලක් අසල පාපැදියකින් කරණමක් ගසන මිනිසෙක්,මිනිසෙක් වතුර මලක් මත පාපැදියක් ධාවනය කරයි,0.67
434,දිය ඇල්ලක් අසල පාපැදියකින් කරණමක් ගසන මිනිසෙක්,නගරයක් මැද ඇති ජල උද්‍යානයක,0.27
435,තුරඟ තරඟයක,මිනිසෙකු බයිසිකලයකින් කරනම් ගසයි ,0
436,තුරඟ තරඟයක,මිනිසෙක් වතුර මලක් මත පාපැදියක් ධාවනය කරයි,0
437,තුරඟ තරඟයක,නගරයක් මැද ඇති ජල උද්‍යානයක,0
438,මිනිසෙකු බයිසිකලයකින් කරනම් ගසයි ,මිනිසෙක් වතුර මලක් මත පාපැදියක් ධාවනය කරයි,0.4
439,මිනිසෙකු බයිසිකලයකින් කරනම් ගසයි ,නගරයක් මැද ඇති ජල උද්‍යානයක,0
440,මිනිසෙක් වතුර මලක් මත පාපැදියක් ධාවනය කරයි,නගරයක් මැද ඇති ජල උද්‍යානයක,0.13
441,සංදර්ෂණයක් දෙස බල සිටින මිනිසුන් පිරිසක්, ක්‍රීඩකයෙක් අශ්වයාගේ පිටින් වැටෙයි,0
442,සංදර්ෂණයක් දෙස බල සිටින මිනිසුන් පිරිසක්,මිනිසුන් දෙදෙනෙකු ජිම්නාස්ටික් ක්‍රීඩාවේ යෙදී සිටී ,0.13
443,සංදර්ෂණයක් දෙස බල සිටින මිනිසුන් පිරිසක්,මිනිසුන් පිරිසක් නැටුමක් දෙස බලා සිටියි,0.87
444,සංදර්ෂණයක් දෙස බල සිටින මිනිසුන් පිරිසක්, පොකුණක් මත යතුරු පැදියක් තනි රෝදයෙන් සිට ගෙන සිටියි ,0
445, ක්‍රීඩකයෙක් අශ්වයාගේ පිටින් වැටෙයි,මිනිසුන් දෙදෙනෙකු ජිම්නාස්ටික් ක්‍රීඩාවේ යෙදී සිටී ,0
446, ක්‍රීඩකයෙක් අශ්වයාගේ පිටින් වැටෙයි,මිනිසුන් පිරිසක් නැටුමක් දෙස බලා සිටියි,0
447, ක්‍රීඩකයෙක් අශ්වයාගේ පිටින් වැටෙයි, පොකුණක් මත යතුරු පැදියක් තනි රෝදයෙන් සිට ගෙන සිටියි ,0
448,මිනිසුන් දෙදෙනෙකු ජිම්නාස්ටික් ක්‍රීඩාවේ යෙදී සිටී ,මිනිසුන් පිරිසක් නැටුමක් දෙස බලා සිටියි,0.2
449,මිනිසුන් දෙදෙනෙකු ජිම්නාස්ටික් ක්‍රීඩාවේ යෙදී සිටී , පොකුණක් මත යතුරු පැදියක් තනි රෝදයෙන් සිට ගෙන සිටියි ,0
450,මිනිසුන් පිරිසක් නැටුමක් දෙස බලා සිටියි, පොකුණක් මත යතුරු පැදියක් තනි රෝදයෙන් සිට ගෙන සිටියි ,0
451,රගර් ක්‍රීඩාවේ යෙදෙන ක්‍රීඩකයන් පිරිසක්,බයිසිකල් පදින්නෙකු වතුර මලක් ඇති තටාකයේ කොන්ක්‍රිට් පඩිය මත තම බයිසිකලයෙන් වික්‍රමයන් පෙන්වයි,0
452,රගර් ක්‍රීඩාවේ යෙදෙන ක්‍රීඩකයන් පිරිසක්,මිනිසුන් පිරිසක් රගර් ක්‍රීඩාවේ යෙදී සිටී ,1
453,රගර් ක්‍රීඩාවේ යෙදෙන ක්‍රීඩකයන් පිරිසක්,ක්‍රීඩකයන් රග්බි ක්‍රීඩාවේ නිරත වෙයි,1
454,රගර් ක්‍රීඩාවේ යෙදෙන ක්‍රීඩකයන් පිරිසක්,ජිම්නාස්ටික් ක්‍රීඩකයෙක් තවත් ඇයෙකුගේ පාද මත නැග සිටින අයුරු pපිරිසක් තා උනන්දුවෙන් බලා සිටියි ,0
455,බයිසිකල් පදින්නෙකු වතුර මලක් ඇති තටාකයේ කොන්ක්‍රිට් පඩිය මත තම බයිසිකලයෙන් වික්‍රමයන් පෙන්වයි,මිනිසුන් පිරිසක් රගර් ක්‍රීඩාවේ යෙදී සිටී ,0
456,බයිසිකල් පදින්නෙකු වතුර මලක් ඇති තටාකයේ කොන්ක්‍රිට් පඩිය මත තම බයිසිකලයෙන් වික්‍රමයන් පෙන්වයි,ක්‍රීඩකයන් රග්බි ක්‍රීඩාවේ නිරත වෙයි,0
457,බයිසිකල් පදින්නෙකු වතුර මලක් ඇති තටාකයේ කොන්ක්‍රිට් පඩිය මත තම බයිසිකලයෙන් වික්‍රමයන් පෙන්වයි,ජිම්නාස්ටික් ක්‍රීඩකයෙක් තවත් ඇයෙකුගේ පාද මත නැග සිටින අයුරු pපිරිසක් තා උනන්දුවෙන් බලා සිටියි ,0.13
458,මිනිසුන් පිරිසක් රගර් ක්‍රීඩාවේ යෙදී සිටී ,ක්‍රීඩකයන් රග්බි ක්‍රීඩාවේ නිරත වෙයි,0.93
459,මිනිසුන් පිරිසක් රගර් ක්‍රීඩාවේ යෙදී සිටී ,ජිම්නාස්ටික් ක්‍රීඩකයෙක් තවත් ඇයෙකුගේ පාද මත නැග සිටින අයුරු pපිරිසක් තා උනන්දුවෙන් බලා සිටියි ,0
460,ක්‍රීඩකයන් රග්බි ක්‍රීඩාවේ නිරත වෙයි,ජිම්නාස්ටික් ක්‍රීඩකයෙක් තවත් ඇයෙකුගේ පාද මත නැග සිටින අයුරු pපිරිසක් තා උනන්දුවෙන් බලා සිටියි ,0
461,රගර් ක්‍රීඩාවේ යෙදෙන ක්‍රීඩකයන් පිරිසක්,එළි මහනේ රැස්ව සිටින පිරිසක් ඉදිරියේ සර්ක්ස්කරුවෝ දෙදෙනෙක් තම රැඟුම් පෙන්වති,0
462,රගර් ක්‍රීඩාවේ යෙදෙන ක්‍රීඩකයන් පිරිසක්,මිනිසුන් පිරිසක් රගර් ක්‍රීඩාවේ යෙදී සිටී ,1
463,රගර් ක්‍රීඩාවේ යෙදෙන ක්‍රීඩකයන් පිරිසක්,ක්‍රීඩකයන් රග්බි ක්‍රීඩාවේ නිරත වෙයි,1
464,රගර් ක්‍රීඩාවේ යෙදෙන ක්‍රීඩකයන් පිරිසක්,මිනිසෙකුගේ අතේ ඇති රගර් පන්දුව තවත් අයෙක් උදුරයි ,0.73
465,එළි මහනේ රැස්ව සිටින පිරිසක් ඉදිරියේ සර්ක්ස්කරුවෝ දෙදෙනෙක් තම රැඟුම් පෙන්වති,මිනිසුන් පිරිසක් රගර් ක්‍රීඩාවේ යෙදී සිටී ,0
466,එළි මහනේ රැස්ව සිටින පිරිසක් ඉදිරියේ සර්ක්ස්කරුවෝ දෙදෙනෙක් තම රැඟුම් පෙන්වති,ක්‍රීඩකයන් රග්බි ක්‍රීඩාවේ නිරත වෙයි,0
467,එළි මහනේ රැස්ව සිටින පිරිසක් ඉදිරියේ සර්ක්ස්කරුවෝ දෙදෙනෙක් තම රැඟුම් පෙන්වති,මිනිසෙකුගේ අතේ ඇති රගර් පන්දුව තවත් අයෙක් උදුරයි ,0
468,මිනිසුන් පිරිසක් රගර් ක්‍රීඩාවේ යෙදී සිටී ,ක්‍රීඩකයන් රග්බි ක්‍රීඩාවේ නිරත වෙයි,1
469,මිනිසුන් පිරිසක් රගර් ක්‍රීඩාවේ යෙදී සිටී ,මිනිසෙකුගේ අතේ ඇති රගර් පන්දුව තවත් අයෙක් උදුරයි ,0.8
470,ක්‍රීඩකයන් රග්බි ක්‍රීඩාවේ නිරත වෙයි,මිනිසෙකුගේ අතේ ඇති රගර් පන්දුව තවත් අයෙක් උදුරයි ,0.8
471,පාපන්දු ක්‍රීඩාවේ යෙදෙන ක්‍රීඩකයන් පිරිසක්,රග්බි තරඟයක ක්‍රීඩකයෝ පිරිසක් පන්දුව ග්‍රහණය කරගැනීමට පොර කයි,0.13
472,පාපන්දු ක්‍රීඩාවේ යෙදෙන ක්‍රීඩකයන් පිරිසක්,මිනිසුන් පිරිසක් පාපන්දු ක්‍රීඩාවේ යෙදී සිටී ,1
473,පාපන්දු ක්‍රීඩාවේ යෙදෙන ක්‍රීඩකයන් පිරිසක්,ක්‍රීඩකයන් පාපන්දු ක්‍රීඩාවේ නිරත වෙයි,1
474,පාපන්දු ක්‍රීඩාවේ යෙදෙන ක්‍රීඩකයන් පිරිසක්,ඉහලින් ඇදී එන රගර් පන්දුව ලබා ගැනීමට තිදෙනෙක් උඩ පනියි ,0.13
475,රග්බි තරඟයක ක්‍රීඩකයෝ පිරිසක් පන්දුව ග්‍රහණය කරගැනීමට පොර කයි,මිනිසුන් පිරිසක් පාපන්දු ක්‍රීඩාවේ යෙදී සිටී ,0.13
476,රග්බි තරඟයක ක්‍රීඩකයෝ පිරිසක් පන්දුව ග්‍රහණය කරගැනීමට පොර කයි,ක්‍රීඩකයන් පාපන්දු ක්‍රීඩාවේ නිරත වෙයි,0.13
477,රග්බි තරඟයක ක්‍රීඩකයෝ පිරිසක් පන්දුව ග්‍රහණය කරගැනීමට පොර කයි,ඉහලින් ඇදී එන රගර් පන්දුව ලබා ගැනීමට තිදෙනෙක් උඩ පනියි ,0.8
478,මිනිසුන් පිරිසක් පාපන්දු ක්‍රීඩාවේ යෙදී සිටී ,ක්‍රීඩකයන් පාපන්දු ක්‍රීඩාවේ නිරත වෙයි,1
479,මිනිසුන් පිරිසක් පාපන්දු ක්‍රීඩාවේ යෙදී සිටී ,ඉහලින් ඇදී එන රගර් පන්දුව ලබා ගැනීමට තිදෙනෙක් උඩ පනියි ,0.13
480,ක්‍රීඩකයන් පාපන්දු ක්‍රීඩාවේ නිරත වෙයි,ඉහලින් ඇදී එන රගර් පන්දුව ලබා ගැනීමට තිදෙනෙක් උඩ පනියි ,0.07
481,ස්කේට් බෝර්ඩ් එකක කරණමක් ගසන මිනිසෙක්,රග්බි තරඟයක ක්‍රීඩකයෝ තිදෙනෙක් ගුවනේ ඇති පන්දුව ග්‍රහණය කරගැනීමට පොර කයි,0
482,ස්කේට් බෝර්ඩ් එකක කරණමක් ගසන මිනිසෙක්,මිනිසෙකු කරනම් ගසයි ,0.67
483,ස්කේට් බෝර්ඩ් එකක කරණමක් ගසන මිනිසෙක්,මිනිසෙක් උඩ පනියි,0.33
484,ස්කේට් බෝර්ඩ් එකක කරණමක් ගසන මිනිසෙක්,පාපන්දු ක්‍රීඩකයෙක් තවත් ක්‍රීඩකයෙකුගෙන් පන්දුව ලබා ගැනීමට උත්සහ කරයි ,0
485,රග්බි තරඟයක ක්‍රීඩකයෝ තිදෙනෙක් ගුවනේ ඇති පන්දුව ග්‍රහණය කරගැනීමට පොර කයි,මිනිසෙකු කරනම් ගසයි ,0
486,රග්බි තරඟයක ක්‍රීඩකයෝ තිදෙනෙක් ගුවනේ ඇති පන්දුව ග්‍රහණය කරගැනීමට පොර කයි,මිනිසෙක් උඩ පනියි,0
487,රග්බි තරඟයක ක්‍රීඩකයෝ තිදෙනෙක් ගුවනේ ඇති පන්දුව ග්‍රහණය කරගැනීමට පොර කයි,පාපන්දු ක්‍රීඩකයෙක් තවත් ක්‍රීඩකයෙකුගෙන් පන්දුව ලබා ගැනීමට උත්සහ කරයි ,0.27
488,මිනිසෙකු කරනම් ගසයි ,මිනිසෙක් උඩ පනියි,0.8
489,මිනිසෙකු කරනම් ගසයි ,පාපන්දු ක්‍රීඩකයෙක් තවත් ක්‍රීඩකයෙකුගෙන් පන්දුව ලබා ගැනීමට උත්සහ කරයි ,0
490,මිනිසෙක් උඩ පනියි,පාපන්දු ක්‍රීඩකයෙක් තවත් ක්‍රීඩකයෙකුගෙන් පන්දුව ලබා ගැනීමට උත්සහ කරයි ,0
491,පාපැදි ධාවන තරඟයක යෙදෙන ක්‍රීඩකයන් පිරිසක්,පාපන්දු තරඟයක රතු පැහැති කමිසයක් ඇඳ සිටින ක්‍රීඩකයා පන්දුවට පහර දෙයි,0
492,පාපැදි ධාවන තරඟයක යෙදෙන ක්‍රීඩකයන් පිරිසක්,පාපැදි තරගයක් පැවැත් වේ ,0.8
493,පාපැදි ධාවන තරඟයක යෙදෙන ක්‍රීඩකයන් පිරිසක්,ක්‍රීඩකයන් පාපැදි ධාවන තරඟයක නිරත වෙයි,1
494,පාපැදි ධාවන තරඟයක යෙදෙන ක්‍රීඩකයන් පිරිසක්,රෝද ලෑල්ලක් මත තරුණයෙක් උඩ පනියි ,0
495,පාපන්දු තරඟයක රතු පැහැති කමිසයක් ඇඳ සිටින ක්‍රීඩකයා පන්දුවට පහර දෙයි,පාපැදි තරගයක් පැවැත් වේ ,0
496,පාපන්දු තරඟයක රතු පැහැති කමිසයක් ඇඳ සිටින ක්‍රීඩකයා පන්දුවට පහර දෙයි,ක්‍රීඩකයන් පාපැදි ධාවන තරඟයක නිරත වෙයි,0
497,පාපන්දු තරඟයක රතු පැහැති කමිසයක් ඇඳ සිටින ක්‍රීඩකයා පන්දුවට පහර දෙයි,රෝද ලෑල්ලක් මත තරුණයෙක් උඩ පනියි ,0
498,පාපැදි තරගයක් පැවැත් වේ ,ක්‍රීඩකයන් පාපැදි ධාවන තරඟයක නිරත වෙයි,0.53
499,පාපැදි තරගයක් පැවැත් වේ ,රෝද ලෑල්ලක් මත තරුණයෙක් උඩ පනියි ,0
500,ක්‍රීඩකයන් පාපැදි ධාවන තරඟයක නිරත වෙයි,රෝද ලෑල්ලක් මත තරුණයෙක් උඩ පනියි ,0
501,ක්‍රීඩිකාවන් පිරිසක් පැසිපන්දු ක්‍රීඩාවේ යෙදෙයි,ක්‍රීඩිකාවන් පැසි පන්දු ක්‍රීඩාවේ යෙදී සිටී ,1
502,ක්‍රීඩිකාවන් පිරිසක් පැසිපන්දු ක්‍රීඩාවේ යෙදෙයි,එක් ක්‍රීඩිකාවක් තවත් ක්‍රීඩිකාව කගේ පහරක් වළකන්නට උත්සාහ කරයි ,0.53
503,ක්‍රීඩිකාවන් පිරිසක් පැසිපන්දු ක්‍රීඩාවේ යෙදෙයි,කණ්ඩායම් දෙකක පැසිපන්දු ක්‍රීඩිකාවෝ දෙදෙනෙක් ගුවනේ ඇති පන්දුව ග්‍රහණය කිරීමට තැත් කරති,0.67
504,ක්‍රීඩිකාවන් පිරිසක් පැසිපන්දු ක්‍රීඩාවේ යෙදෙයි,කාන්තාවන් පිරිසක් බාස්කට් බෝල් ක්‍රීඩාවේ නියැලෙයි ,0.6
505,ක්‍රීඩිකාවන් පැසි පන්දු ක්‍රීඩාවේ යෙදී සිටී ,එක් ක්‍රීඩිකාවක් තවත් ක්‍රීඩිකාව කගේ පහරක් වළකන්නට උත්සාහ කරයි ,0.4
